sex,citizen,geo,year,Number per 1000 people
Total,Non-EU27 countries (from 2020) nor reporting country,Malta,2016,0.4
Total,Non-EU27 countries (from 2020) nor reporting country,Malta,2017,1.7
Total,Non-EU27 countries (from 2020) nor reporting country,Malta,2018,2.7
Total,Non-EU27 countries (from 2020) nor reporting country,Malta,2019,4.0
Total,Non-EU27 countries (from 2020) nor reporting country,Malta,2020,4.5
Total,Non-EU27 countries (from 2020) nor reporting country,Malta,2021,2.7
Total,Non-EU27 countries (from 2020) nor reporting country,Malta,2022,4.0
Total,Non-EU27 countries (from 2020) nor reporting country,Malta,2023,4.2
Total,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2014,31.5
Total,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2015,32.2
Total,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2016,27.0
Total,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2017,23.5
Total,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2018,21.1
Total,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2019,21.8
Total,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2020,26.1
Total,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2021,27.1
Total,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2022,20.6
Total,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2023,25.1
Total,Non-EU27 countries (from 2020) nor reporting country,Norway,2014,9.2
Total,Non-EU27 countries (from 2020) nor reporting country,Norway,2015,14.5
Total,Non-EU27 countries (from 2020) nor reporting country,Norway,2016,15.4
Total,Non-EU27 countries (from 2020) nor reporting country,Norway,2017,13.6
Total,Non-EU27 countries (from 2020) nor reporting country,Norway,2018,14.6
Total,Non-EU27 countries (from 2020) nor reporting country,Norway,2019,13.1
Total,Non-EU27 countries (from 2020) nor reporting country,Norway,2020,15.6
Total,Non-EU27 countries (from 2020) nor reporting country,Norway,2021,16.4
Total,Non-EU27 countries (from 2020) nor reporting country,Norway,2022,9.5
Total,Non-EU27 countries (from 2020) nor reporting country,Norway,2023,13.6
Total,Non-EU27 countries (from 2020) nor reporting country,Poland,2016,5.2
Total,Non-EU27 countries (from 2020) nor reporting country,Poland,2017,5.7
Total,Non-EU27 countries (from 2020) nor reporting country,Poland,2019,6.4
Total,Non-EU27 countries (from 2020) nor reporting country,Poland,2023,11.8
Total,Non-EU27 countries (from 2020) nor reporting country,Portugal,2014,23.2
Total,Non-EU27 countries (from 2020) nor reporting country,Portugal,2015,23.3
Total,Non-EU27 countries (from 2020) nor reporting country,Portugal,2016,19.5
Total,Non-EU27 countries (from 2020) nor reporting country,Portugal,2017,13.7
Total,Non-EU27 countries (from 2020) nor reporting country,Portugal,2018,12.5
Total,Non-EU27 countries (from 2020) nor reporting country,Portugal,2019,17.8
Total,Non-EU27 countries (from 2020) nor reporting country,Portugal,2020,21.2
Total,Non-EU27 countries (from 2020) nor reporting country,Portugal,2021,7.2
Total,Non-EU27 countries (from 2020) nor reporting country,Portugal,2022,19.4
Total,Non-EU27 countries (from 2020) nor reporting country,Portugal,2023,33.5
Total,Non-EU27 countries (from 2020) nor reporting country,Serbia,2014,1.4
Total,Non-EU27 countries (from 2020) nor reporting country,Serbia,2016,1.1
Total,Non-EU27 countries (from 2020) nor reporting country,Serbia,2017,1.6
Total,Non-EU27 countries (from 2020) nor reporting country,Serbia,2023,1.6
Total,Non-EU27 countries (from 2020) nor reporting country,Sweden,2014,52.9
Total,Non-EU27 countries (from 2020) nor reporting country,Sweden,2015,58.5
Total,Non-EU27 countries (from 2020) nor reporting country,Sweden,2016,69.2
Total,Non-EU27 countries (from 2020) nor reporting country,Sweden,2017,72.4
Total,Non-EU27 countries (from 2020) nor reporting country,Sweden,2018,84.5
Total,Non-EU27 countries (from 2020) nor reporting country,Sweden,2019,85.7
Total,Non-EU27 countries (from 2020) nor reporting country,Sweden,2020,109.5
Total,Non-EU27 countries (from 2020) nor reporting country,Sweden,2021,99.2
Total,Non-EU27 countries (from 2020) nor reporting country,Sweden,2022,74.2
Total,Non-EU27 countries (from 2020) nor reporting country,Sweden,2023,78.1
Total,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2014,5.3
Total,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2015,5.0
Total,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2016,5.2
Total,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2017,4.0
Total,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2018,3.7
Total,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2019,3.3
Total,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2020,3.8
Total,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2021,3.8
Total,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2022,4.1
Total,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2023,3.9
Total,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2014,122.7
Total,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2015,115.1
Total,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2016,104.4
Total,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2017,99.6
Total,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2018,93.1
Total,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2019,95.1
Total,No response,France,2014,7.1
Total,No response,France,2015,8.0
Total,No response,France,2016,8.1
Total,No response,France,2017,8.4
Total,No response,France,2018,8.8
Total,No response,Netherlands,2014,10.3
Total,No response,Netherlands,2015,10.4
Total,No response,Netherlands,2016,8.9
Total,No response,Netherlands,2017,6.4
Total,No response,Netherlands,2018,5.7
Total,No response,Netherlands,2019,7.2
Total,No response,Netherlands,2020,7.5
Total,No response,Netherlands,2022,2.1
Total,No response,Sweden,2014,3.0
Total,No response,Sweden,2015,3.7
Total,No response,Sweden,2016,6.0
Total,No response,Sweden,2017,6.8
Total,No response,Sweden,2018,6.4
Total,No response,Sweden,2019,8.2
Total,No response,Sweden,2020,8.0
Total,No response,Türkiye,2014,2842.8
Total,No response,Türkiye,2015,3035.4
Total,No response,Türkiye,2016,3308.4
Total,No response,Türkiye,2017,3420.7
Total,No response,Türkiye,2018,3511.6
Total,No response,Türkiye,2019,4444.7
Total,No response,Türkiye,2020,4044.9
Total,No response,Türkiye,2021,3915.2
Total,No response,Türkiye,2022,3590.9
Total,No response,Türkiye,2023,3274.4
Total,Stateless,Belgium,2014,3.4
Total,Stateless,Belgium,2015,2.5
Total,Stateless,Belgium,2016,3.9
Total,Stateless,Malta,2014,0.5
Total,Stateless,Malta,2015,0.6
Total,Stateless,Malta,2016,0.7
Total,Stateless,Sweden,2021,4.7
Total,Stateless,Sweden,2022,3.2
Total,Total,Austria,2014,244.9
Total,Total,Austria,2015,251.8
Total,Total,Austria,2016,270.0
Total,Total,Austria,2017,247.9
Total,Total,Austria,2018,220.1
Total,Total,Austria,2019,204.6
Total,Total,Austria,2020,243.5
Total,Total,Austria,2021,283.7
Total,Total,Austria,2022,221.1
Total,Total,Austria,2023,240.9
Total,Total,Bosnia and Herzegovina,2021,241.9
Total,Total,Bosnia and Herzegovina,2022,211.0
Total,Total,Bosnia and Herzegovina,2023,181.2
Total,Total,Belgium,2014,423.3
Total,Total,Belgium,2015,421.8
Total,Total,Belgium,2016,389.6
Total,Total,Belgium,2017,353.7
Total,Total,Belgium,2018,300.7
Total,Total,Belgium,2019,273.7
Total,Total,Belgium,2020,282.4
Total,Total,Belgium,2021,324.4
Total,Total,Belgium,2022,293.7
Total,Total,Belgium,2023,294.2
Total,Total,Bulgaria,2014,384.5
Total,Total,Bulgaria,2015,305.1
Total,Total,Bulgaria,2016,247.2
Total,Total,Bulgaria,2017,206.9
Total,Total,Bulgaria,2018,173.3
Total,Total,Bulgaria,2019,131.7
Total,Total,Bulgaria,2020,155.5
Total,Total,Bulgaria,2021,156.7
Total,Total,Bulgaria,2022,127.3
Total,Total,Bulgaria,2023,132.4
Total,Total,Switzerland,2014,226.6
Total,Total,Switzerland,2015,228.9
Total,Total,Switzerland,2016,238.2
Total,Total,Switzerland,2017,233.6
Total,Total,Switzerland,2018,231.3
Total,Total,Switzerland,2019,216.3
Total,Total,Switzerland,2020,237.6
Total,Total,Switzerland,2021,248.4
Total,Total,Switzerland,2022,204.3
Total,Total,Switzerland,2023,204.3
Total,Total,Cyprus,2014,69.5
Total,Total,Cyprus,2015,62.8
Total,Total,Cyprus,2016,54.0
Total,Total,Cyprus,2017,47.2
Total,Total,Cyprus,2018,36.6
Total,Total,Cyprus,2019,32.6
Total,Total,Cyprus,2020,35.2
Total,Total,Cyprus,2021,34.2
Total,Total,Cyprus,2022,31.1
Total,Total,Cyprus,2023,29.7
Total,Total,Czechia,2014,323.6
Total,Total,Czechia,2015,268.0
Total,Total,Czechia,2016,211.4
Total,Total,Czechia,2017,155.4
Total,Total,Czechia,2018,121.5
Total,Total,Czechia,2019,109.0
Total,Total,Czechia,2020,137.0
Total,Total,Czechia,2021,150.5
Total,Total,Czechia,2022,117.6
Total,Total,Czechia,2023,134.0
Total,Total,Germany,2014,2089.9
Total,Total,Germany,2015,1949.6
Total,Total,Germany,2016,1774.1
Total,Total,Germany,2017,1621.2
Total,Total,Germany,2018,1467.8
Total,Total,Germany,2019,1372.8
Total,Total,Germany,2020,1663.4
Total,Total,Germany,2021,1562.7
Total,Total,Germany,2022,1388.4
Total,Total,Germany,2023,1362.4
Total,Total,Denmark,2014,198.2
Total,Total,Denmark,2015,181.5
Total,Total,Denmark,2016,175.8
Total,Total,Denmark,2017,172.7
Total,Total,Denmark,2018,153.2
Total,Total,Denmark,2019,152.0
Total,Total,Denmark,2020,170.7
Total,Total,Denmark,2021,155.1
Total,Total,Denmark,2022,138.9
Total,Total,Denmark,2023,161.9
Total,Total,Estonia,2014,49.6
Total,Total,Estonia,2015,43.3
Total,Total,Estonia,2016,47.2
Total,Total,Estonia,2017,40.1
Total,Total,Estonia,2018,37.6
Total,Total,Estonia,2019,31.3
Total,Total,Estonia,2020,48.4
Total,Total,Estonia,2021,43.1
Total,Total,Estonia,2022,40.2
Total,Total,Estonia,2023,47.7
Total,Total,Greece,2014,1274.4
Total,Total,Greece,2015,1197.0
Total,Total,Greece,2016,1130.9
Total,Total,Greece,2017,1027.0
Total,Total,Greece,2018,915.0
Total,Total,Greece,2019,818.9
Total,Total,Greece,2020,755.0
Total,Total,Greece,2021,677.7
Total,Total,Greece,2022,588.2
Total,Total,Greece,2023,521.8
Total,Total,Spain,2014,5610.4
Total,Total,Spain,2015,5056.0
Total,Total,Spain,2016,4481.2
Total,Total,Spain,2017,3916.9
Total,Total,Spain,2018,3479.1
Total,Total,Spain,2019,3247.8
Total,Total,Spain,2020,3530.9
Total,Total,Spain,2021,3476.4
Total,Total,Spain,2022,3079.2
Total,Total,Spain,2023,2937.5
Total,Total,Finland,2014,232.1
Total,Total,Finland,2015,252.1
Total,Total,Finland,2016,236.8
Total,Total,Finland,2017,233.9
Total,Total,Finland,2018,201.8
Total,Total,Finland,2019,184.1
Total,Total,Finland,2020,212.7
Total,Total,Finland,2021,211.9
Total,Total,Finland,2022,190.2
Total,Total,Finland,2023,203.9
Total,Total,France,2014,3026.2
Total,Total,France,2015,3054.1
Total,Total,France,2016,2969.5
Total,Total,France,2017,2784.0
Total,Total,France,2018,2678.4
Total,Total,France,2019,2492.9
Total,Total,France,2020,2350.5
Total,Total,France,2021,2365.3
Total,Total,France,2022,2234.4
Total,Total,France,2023,2262.9
Total,Total,Croatia,2014,319.5
Total,Total,Croatia,2015,299.0
Total,Total,Croatia,2016,231.4
Total,Total,Croatia,2017,194.6
Total,Total,Croatia,2018,143.0
Total,Total,Croatia,2019,111.4
Total,Total,Croatia,2020,124.8
Total,Total,Croatia,2021,128.1
Total,Total,Croatia,2022,117.4
Total,Total,Croatia,2023,105.6
Total,Total,Hungary,2014,343.3
Total,Total,Hungary,2015,307.8
Total,Total,Hungary,2016,234.6
Total,Total,Hungary,2017,191.7
Total,Total,Hungary,2018,169.7
Total,Total,Hungary,2019,158.7
Total,Total,Hungary,2020,196.5
Total,Total,Hungary,2021,193.4
Total,Total,Hungary,2022,174.0
Total,Total,Hungary,2023,201.2
Total,Total,Ireland,2014,267.5
Total,Total,Ireland,2015,226.2
Total,Total,Ireland,2016,194.9
Total,Total,Ireland,2017,157.9
Total,Total,Ireland,2018,137.5
Total,Total,Ireland,2019,120.9
Total,Total,Ireland,2020,136.7
Total,Total,Ireland,2021,160.1
Total,Total,Ireland,2022,120.6
Total,Total,Ireland,2023,120.3
Total,Total,Iceland,2014,9.1
Total,Total,Iceland,2015,7.6
Total,Total,Iceland,2016,5.8
Total,Total,Iceland,2017,5.5
Total,Total,Iceland,2018,5.5
Total,Total,Iceland,2019,7.3
Total,Total,Iceland,2020,11.3
Total,Total,Iceland,2021,12.6
Total,Total,Iceland,2022,8.3
Total,Total,Iceland,2023,8.0
Total,Total,Italy,2014,3236.0
Total,Total,Italy,2015,3033.3
Total,Total,Italy,2016,3012.0
Total,Total,Italy,2017,2906.9
Total,Total,Italy,2018,2707.5
Total,Total,Italy,2019,2537.5
Total,Total,Italy,2020,2289.5
Total,Total,Italy,2021,2366.8
Total,Total,Italy,2022,2027.5
Total,Total,Italy,2023,1946.9
Total,Total,Lithuania,2014,158.0
Total,Total,Lithuania,2015,134.0
Total,Total,Lithuania,2016,116.2
Total,Total,Lithuania,2017,103.1
Total,Total,Lithuania,2018,90.0
Total,Total,Lithuania,2019,92.0
Total,Total,Lithuania,2020,126.0
Total,Total,Lithuania,2021,104.8
Total,Total,Lithuania,2022,90.0
Total,Total,Lithuania,2023,105.8
Total,Total,Luxembourg,2014,15.3
Total,Total,Luxembourg,2015,18.4
Total,Total,Luxembourg,2016,17.5
Total,Total,Luxembourg,2017,15.9
Total,Total,Luxembourg,2018,16.6
Total,Total,Luxembourg,2019,17.1
Total,Total,Luxembourg,2020,21.2
Total,Total,Luxembourg,2021,17.0
Total,Total,Luxembourg,2022,15.0
Total,Total,Luxembourg,2023,17.6
Total,Total,Latvia,2014,107.6
Total,Total,Latvia,2015,98.2
Total,Total,Latvia,2016,95.3
Total,Total,Latvia,2017,85.4
Total,Total,Latvia,2018,72.8
Total,Total,Latvia,2019,61.3
Total,Total,Latvia,2020,78.7
Total,Total,Latvia,2021,70.6
Total,Total,Latvia,2022,65.2
Total,Total,Latvia,2023,61.5
Total,Total,Montenegro,2014,47.5
Total,Total,Montenegro,2015,47.2
Total,Total,Montenegro,2016,48.3
Total,Total,Montenegro,2017,43.9
Total,Total,Montenegro,2018,42.5
Total,Total,Montenegro,2019,43.4
Total,Total,Montenegro,2020,47.8
Total,Total,North Macedonia,2014,268.8
Total,Total,North Macedonia,2015,248.9
Total,Total,North Macedonia,2016,225.0
Total,Total,North Macedonia,2017,213.6
Total,Total,North Macedonia,2018,198.6
Total,Total,North Macedonia,2019,166.4
Total,Total,North Macedonia,2020,155.9
Total,Total,Malta,2014,11.6
Total,Total,Malta,2015,11.3
Total,Total,Malta,2016,10.2
Total,Total,Malta,2017,9.2
Total,Total,Malta,2018,9.7
Total,Total,Malta,2019,10.7
Total,Total,Malta,2020,13.2
Total,Total,Malta,2021,10.4
Total,Total,Malta,2022,10.2
Total,Total,Malta,2023,10.9
Total,Total,Netherlands,2014,659.7
Total,Total,Netherlands,2015,613.8
Total,Total,Netherlands,2016,538.5
Total,Total,Netherlands,2017,437.5
Total,Total,Netherlands,2018,350.4
Total,Total,Netherlands,2019,314.2
Total,Total,Netherlands,2020,356.6
Total,Total,Netherlands,2021,407.9
Total,Total,Netherlands,2022,350.2
Total,Total,Netherlands,2023,358.6
Total,Total,Norway,2014,94.8
Total,Total,Norway,2015,118.5
Total,Total,Norway,2016,129.5
Total,Total,Norway,2017,114.8
Total,Total,Norway,2018,106.1
Total,Total,Norway,2019,104.0
Total,Total,Norway,2020,125.0
Total,Total,Norway,2021,127.8
Total,Total,Norway,2022,95.5
Total,Total,Norway,2023,107.1
Total,Total,Poland,2014,1566.8
Total,Total,Poland,2015,1304.3
Total,Total,Poland,2016,1063.4
Total,Total,Poland,2017,843.9
Total,Total,Poland,2018,659.2
Total,Total,Poland,2019,566.1
Total,Total,Poland,2020,552.1
Total,Total,Poland,2021,599.0
Total,Total,Poland,2022,510.8
Total,Total,Poland,2023,502.1
Total,Total,Portugal,2014,725.4
Total,Total,Portugal,2015,645.2
Total,Total,Portugal,2016,574.1
Total,Total,Portugal,2017,464.9
Total,Total,Portugal,2018,365.8
Total,Total,Portugal,2019,338.6
Total,Total,Portugal,2020,354.5
Total,Total,Portugal,2021,344.1
Total,Total,Portugal,2022,323.0
Total,Total,Portugal,2023,351.1
Total,Total,Romania,2014,628.7
Total,Total,Romania,2015,623.9
Total,Total,Romania,2016,529.9
Total,Total,Romania,2017,449.3
Total,Total,Romania,2018,379.7
Total,Total,Romania,2019,353.4
Total,Total,Romania,2020,451.8
Total,Total,Romania,2021,459.2
Total,Total,Romania,2022,464.4
Total,Total,Romania,2023,455.6
Total,Total,Serbia,2014,606.5
Total,Total,Serbia,2015,550.9
Total,Total,Serbia,2016,489.4
Total,Total,Serbia,2017,435.2
Total,Total,Serbia,2018,412.2
Total,Total,Serbia,2019,335.9
Total,Total,Serbia,2020,286.5
Total,Total,Serbia,2021,344.2
Total,Total,Serbia,2022,296.3
Total,Total,Serbia,2023,295.8
