citizenship,geo,employment_rate,quarter,Sex,date
Total,Türkiye,71.1,2011-Q3,Males,2011-07-01
Total,Türkiye,69.4,2011-Q4,Males,2011-10-01
Total,Türkiye,66.1,2012-Q1,Males,2012-01-01
Total,Türkiye,69.9,2012-Q2,Males,2012-04-01
Total,Türkiye,70.7,2012-Q3,Males,2012-07-01
Total,Türkiye,70.0,2012-Q4,Males,2012-10-01
Total,Türkiye,67.4,2013-Q1,Males,2013-01-01
Total,Türkiye,70.5,2013-Q2,Males,2013-04-01
Total,Türkiye,70.7,2013-Q3,Males,2013-07-01
Total,Türkiye,69.2,2013-Q4,Males,2013-10-01
Total,Türkiye,67.9,2014-Q1,Males,2014-01-01
Total,Türkiye,70.9,2014-Q2,Males,2014-04-01
Total,Türkiye,70.5,2014-Q3,Males,2014-07-01
Total,Türkiye,68.8,2014-Q4,Males,2014-10-01
Total,Türkiye,67.8,2015-Q1,Males,2015-01-01
Total,Türkiye,70.7,2015-Q2,Males,2015-04-01
Total,Türkiye,71.3,2015-Q3,Males,2015-07-01
Total,Türkiye,69.5,2015-Q4,Males,2015-10-01
Total,Türkiye,68.6,2016-Q1,Males,2016-01-01
Total,Türkiye,71.3,2016-Q2,Males,2016-04-01
Total,Türkiye,70.8,2016-Q3,Males,2016-07-01
Total,Türkiye,69.5,2016-Q4,Males,2016-10-01
Total,Türkiye,68.0,2017-Q1,Males,2017-01-01
Total,Türkiye,71.3,2017-Q2,Males,2017-04-01
Total,Türkiye,72.6,2017-Q3,Males,2017-07-01
Total,Türkiye,71.0,2017-Q4,Males,2017-10-01
Total,Türkiye,69.8,2018-Q1,Males,2018-01-01
Total,Türkiye,71.7,2018-Q2,Males,2018-04-01
Total,Türkiye,72.7,2018-Q3,Males,2018-07-01
Total,Türkiye,69.5,2018-Q4,Males,2018-10-01
Total,Türkiye,66.6,2019-Q1,Males,2019-01-01
Total,Türkiye,68.4,2019-Q2,Males,2019-04-01
Total,Türkiye,69.5,2019-Q3,Males,2019-07-01
Total,Türkiye,68.6,2019-Q4,Males,2019-10-01
Total,Türkiye,65.4,2020-Q1,Males,2020-01-01
Total,Türkiye,62.6,2020-Q2,Males,2020-04-01
Total,Türkiye,66.9,2020-Q3,Males,2020-07-01
Total,Türkiye,65.8,2020-Q4,Males,2020-10-01
Total,Türkiye,66.0,2021-Q1,Males,2021-01-01
Total,Türkiye,67.9,2021-Q2,Males,2021-04-01
Total,Türkiye,70.3,2021-Q3,Males,2021-07-01
Total,Türkiye,70.2,2021-Q4,Males,2021-10-01
Total,Türkiye,68.7,2022-Q1,Males,2022-01-01
Total,Türkiye,71.2,2022-Q2,Males,2022-04-01
Total,Türkiye,72.1,2022-Q3,Males,2022-07-01
Total,Türkiye,72.2,2022-Q4,Males,2022-10-01
Total,Türkiye,70.7,2023-Q1,Males,2023-01-01
Total,Türkiye,71.7,2023-Q2,Males,2023-04-01
Total,Türkiye,72.9,2023-Q3,Males,2023-07-01
Total,Türkiye,72.4,2023-Q4,Males,2023-10-01
Total,Türkiye,71.9,2024-Q1,Males,2024-01-01
Total,Türkiye,73.4,2024-Q2,Males,2024-04-01
Total,Türkiye,74.3,2024-Q3,Males,2024-07-01
Total,Türkiye,73.1,2024-Q4,Males,2024-10-01
Total,Türkiye,41.6,2006-Q1,Total,2006-01-01
Total,Türkiye,45.6,2006-Q2,Total,2006-04-01
Total,Türkiye,46.2,2006-Q3,Total,2006-07-01
Total,Türkiye,44.9,2006-Q4,Total,2006-10-01
Total,Türkiye,42.6,2007-Q1,Total,2007-01-01
Total,Türkiye,45.9,2007-Q2,Total,2007-04-01
Total,Türkiye,46.2,2007-Q3,Total,2007-07-01
Total,Türkiye,43.9,2007-Q4,Total,2007-10-01
Total,Türkiye,42.4,2008-Q1,Total,2008-01-01
Total,Türkiye,46.3,2008-Q2,Total,2008-04-01
Total,Türkiye,46.5,2008-Q3,Total,2008-07-01
Total,Türkiye,44.2,2008-Q4,Total,2008-10-01
Total,Türkiye,41.4,2009-Q1,Total,2009-01-01
Total,Türkiye,44.7,2009-Q2,Total,2009-04-01
Total,Türkiye,45.9,2009-Q3,Total,2009-07-01
Total,Türkiye,44.9,2009-Q4,Total,2009-10-01
Total,Türkiye,43.8,2010-Q1,Total,2010-01-01
Total,Türkiye,47.3,2010-Q2,Total,2010-04-01
Total,Türkiye,47.5,2010-Q3,Total,2010-07-01
Total,Türkiye,46.5,2010-Q4,Total,2010-10-01
Total,Türkiye,46.1,2011-Q1,Total,2011-01-01
Total,Türkiye,49.2,2011-Q2,Total,2011-04-01
Total,Türkiye,49.9,2011-Q3,Total,2011-07-01
Total,Türkiye,48.4,2011-Q4,Total,2011-10-01
Total,Türkiye,46.3,2012-Q1,Total,2012-01-01
Total,Türkiye,49.9,2012-Q2,Total,2012-04-01
Total,Türkiye,49.9,2012-Q3,Total,2012-07-01
Total,Türkiye,49.5,2012-Q4,Total,2012-10-01
Total,Türkiye,47.9,2013-Q1,Total,2013-01-01
Total,Türkiye,50.8,2013-Q2,Total,2013-04-01
Total,Türkiye,50.3,2013-Q3,Total,2013-07-01
Total,Türkiye,49.1,2013-Q4,Total,2013-10-01
Total,Türkiye,48.0,2014-Q1,Total,2014-01-01
Total,Türkiye,50.8,2014-Q2,Total,2014-04-01
Total,Türkiye,50.2,2014-Q3,Total,2014-07-01
Total,Türkiye,49.1,2014-Q4,Total,2014-10-01
Total,Türkiye,48.4,2015-Q1,Total,2015-01-01
Total,Türkiye,51.1,2015-Q2,Total,2015-04-01
Total,Türkiye,51.1,2015-Q3,Total,2015-07-01
Total,Türkiye,50.0,2015-Q4,Total,2015-10-01
Total,Türkiye,49.4,2016-Q1,Total,2016-01-01
Total,Türkiye,52.0,2016-Q2,Total,2016-04-01
Total,Türkiye,51.1,2016-Q3,Total,2016-07-01
Total,Türkiye,50.1,2016-Q4,Total,2016-10-01
Total,Türkiye,49.5,2017-Q1,Total,2017-01-01
Total,Türkiye,52.2,2017-Q2,Total,2017-04-01
Total,Türkiye,52.6,2017-Q3,Total,2017-07-01
Total,Türkiye,51.9,2017-Q4,Total,2017-10-01
Total,Türkiye,51.1,2018-Q1,Total,2018-01-01
Total,Türkiye,52.7,2018-Q2,Total,2018-04-01
Total,Türkiye,53.0,2018-Q3,Total,2018-07-01
Total,Türkiye,51.1,2018-Q4,Total,2018-10-01
Total,Türkiye,49.3,2019-Q1,Total,2019-01-01
Total,Türkiye,50.7,2019-Q2,Total,2019-04-01
Total,Türkiye,51.0,2019-Q3,Total,2019-07-01
Total,Türkiye,50.2,2019-Q4,Total,2019-10-01
Total,Türkiye,47.6,2020-Q1,Total,2020-01-01
Total,Türkiye,45.9,2020-Q2,Total,2020-04-01
Total,Türkiye,48.8,2020-Q3,Total,2020-07-01
Total,Türkiye,47.7,2020-Q4,Total,2020-10-01
Total,Türkiye,48.0,2021-Q1,Total,2021-01-01
Total,Türkiye,49.7,2021-Q2,Total,2021-04-01
Total,Türkiye,51.6,2021-Q3,Total,2021-07-01
Total,Türkiye,51.7,2021-Q4,Total,2021-10-01
Total,Türkiye,50.8,2022-Q1,Total,2022-01-01
Total,Türkiye,53.0,2022-Q2,Total,2022-04-01
Total,Türkiye,53.5,2022-Q3,Total,2022-07-01
Total,Türkiye,54.0,2022-Q4,Total,2022-10-01
Total,Türkiye,52.7,2023-Q1,Total,2023-01-01
Total,Türkiye,53.6,2023-Q2,Total,2023-04-01
Total,Türkiye,54.5,2023-Q3,Total,2023-07-01
Total,Türkiye,54.4,2023-Q4,Total,2023-10-01
Total,Türkiye,54.3,2024-Q1,Total,2024-01-01
Total,Türkiye,55.3,2024-Q2,Total,2024-04-01
Total,Türkiye,55.8,2024-Q3,Total,2024-07-01
Total,Türkiye,55.2,2024-Q4,Total,2024-10-01
Foreign country,United Kingdom,50.9,1998-Q2,Females,1998-04-01
Foreign country,United Kingdom,49.9,1999-Q2,Females,1999-04-01
Foreign country,United Kingdom,52.5,1999-Q3,Females,1999-07-01
Foreign country,United Kingdom,52.9,1999-Q4,Females,1999-10-01
Foreign country,United Kingdom,52.0,2000-Q1,Females,2000-01-01
Foreign country,United Kingdom,51.7,2000-Q2,Females,2000-04-01
Foreign country,United Kingdom,54.1,2000-Q3,Females,2000-07-01
Foreign country,United Kingdom,52.3,2000-Q4,Females,2000-10-01
Foreign country,United Kingdom,52.0,2001-Q1,Females,2001-01-01
Foreign country,United Kingdom,51.4,2001-Q2,Females,2001-04-01
Foreign country,United Kingdom,53.4,2001-Q3,Females,2001-07-01
Foreign country,United Kingdom,52.1,2001-Q4,Females,2001-10-01
Foreign country,United Kingdom,51.4,2002-Q1,Females,2002-01-01
Foreign country,United Kingdom,53.2,2002-Q2,Females,2002-04-01
Foreign country,United Kingdom,53.4,2002-Q3,Females,2002-07-01
Foreign country,United Kingdom,53.0,2002-Q4,Females,2002-10-01
Foreign country,United Kingdom,53.2,2003-Q1,Females,2003-01-01
Foreign country,United Kingdom,53.7,2003-Q2,Females,2003-04-01
Foreign country,United Kingdom,55.8,2003-Q3,Females,2003-07-01
Foreign country,United Kingdom,54.6,2003-Q4,Females,2003-10-01
Foreign country,United Kingdom,53.8,2004-Q1,Females,2004-01-01
Foreign country,United Kingdom,55.0,2004-Q2,Females,2004-04-01
Foreign country,United Kingdom,55.5,2004-Q3,Females,2004-07-01
Foreign country,United Kingdom,56.0,2004-Q4,Females,2004-10-01
Foreign country,United Kingdom,58.0,2005-Q1,Females,2005-01-01
Foreign country,United Kingdom,55.4,2005-Q2,Females,2005-04-01
Foreign country,United Kingdom,56.7,2005-Q3,Females,2005-07-01
Foreign country,United Kingdom,57.0,2005-Q4,Females,2005-10-01
Foreign country,United Kingdom,57.8,2006-Q1,Females,2006-01-01
Foreign country,United Kingdom,57.9,2006-Q2,Females,2006-04-01
Foreign country,United Kingdom,58.4,2006-Q3,Females,2006-07-01
Foreign country,United Kingdom,57.0,2006-Q4,Females,2006-10-01
Foreign country,United Kingdom,55.4,2007-Q1,Females,2007-01-01
Foreign country,United Kingdom,56.5,2007-Q2,Females,2007-04-01
Foreign country,United Kingdom,57.6,2007-Q3,Females,2007-07-01
Foreign country,United Kingdom,56.7,2007-Q4,Females,2007-10-01
Foreign country,United Kingdom,58.1,2008-Q1,Females,2008-01-01
Foreign country,United Kingdom,57.5,2008-Q2,Females,2008-04-01
Foreign country,United Kingdom,58.7,2008-Q3,Females,2008-07-01
Foreign country,United Kingdom,57.8,2008-Q4,Females,2008-10-01
Foreign country,United Kingdom,58.3,2009-Q1,Females,2009-01-01
Foreign country,United Kingdom,57.4,2009-Q2,Females,2009-04-01
Foreign country,United Kingdom,58.5,2009-Q3,Females,2009-07-01
Foreign country,United Kingdom,58.4,2009-Q4,Females,2009-10-01
Foreign country,United Kingdom,58.1,2010-Q1,Females,2010-01-01
Foreign country,United Kingdom,58.7,2010-Q2,Females,2010-04-01
Foreign country,United Kingdom,58.7,2010-Q3,Females,2010-07-01
Foreign country,United Kingdom,58.3,2010-Q4,Females,2010-10-01
Foreign country,United Kingdom,59.3,2011-Q1,Females,2011-01-01
Foreign country,United Kingdom,59.5,2011-Q2,Females,2011-04-01
Foreign country,United Kingdom,59.7,2011-Q3,Females,2011-07-01
Foreign country,United Kingdom,58.8,2011-Q4,Females,2011-10-01
Foreign country,United Kingdom,57.3,2012-Q1,Females,2012-01-01
Foreign country,United Kingdom,57.2,2012-Q2,Females,2012-04-01
Foreign country,United Kingdom,58.4,2012-Q3,Females,2012-07-01
Foreign country,United Kingdom,59.4,2012-Q4,Females,2012-10-01
Foreign country,United Kingdom,59.0,2013-Q1,Females,2013-01-01
Foreign country,United Kingdom,59.7,2013-Q2,Females,2013-04-01
Foreign country,United Kingdom,59.8,2013-Q3,Females,2013-07-01
Foreign country,United Kingdom,60.6,2013-Q4,Females,2013-10-01
Foreign country,United Kingdom,59.4,2014-Q1,Females,2014-01-01
Foreign country,United Kingdom,60.8,2014-Q2,Females,2014-04-01
Foreign country,United Kingdom,61.0,2014-Q3,Females,2014-07-01
Foreign country,United Kingdom,61.8,2014-Q4,Females,2014-10-01
Foreign country,United Kingdom,62.5,2015-Q1,Females,2015-01-01
Foreign country,United Kingdom,63.9,2015-Q2,Females,2015-04-01
Foreign country,United Kingdom,65.1,2015-Q3,Females,2015-07-01
Foreign country,United Kingdom,64.0,2015-Q4,Females,2015-10-01
Foreign country,United Kingdom,61.9,2016-Q1,Females,2016-01-01
Foreign country,United Kingdom,63.2,2016-Q2,Females,2016-04-01
Foreign country,United Kingdom,63.8,2016-Q3,Females,2016-07-01
Foreign country,United Kingdom,63.9,2016-Q4,Females,2016-10-01
Foreign country,United Kingdom,62.5,2017-Q1,Females,2017-01-01
Foreign country,United Kingdom,64.0,2017-Q2,Females,2017-04-01
Foreign country,United Kingdom,65.5,2017-Q3,Females,2017-07-01
Foreign country,United Kingdom,64.4,2017-Q4,Females,2017-10-01
Foreign country,United Kingdom,65.4,2018-Q1,Females,2018-01-01
Foreign country,United Kingdom,64.8,2018-Q2,Females,2018-04-01
Foreign country,United Kingdom,65.7,2018-Q3,Females,2018-07-01
Foreign country,United Kingdom,66.8,2018-Q4,Females,2018-10-01
Foreign country,United Kingdom,67.4,2019-Q1,Females,2019-01-01
Foreign country,United Kingdom,66.6,2019-Q2,Females,2019-04-01
Foreign country,United Kingdom,68.3,2019-Q3,Females,2019-07-01
Foreign country,United Kingdom,68.8,2019-Q4,Females,2019-10-01
Foreign country,United Kingdom,68.6,2020-Q1,Females,2020-01-01
Foreign country,United Kingdom,67.5,2020-Q2,Females,2020-04-01
Foreign country,United Kingdom,68.6,2020-Q3,Females,2020-07-01
Foreign country,United Kingdom,69.5,1998-Q2,Males,1998-04-01
Foreign country,United Kingdom,66.7,1999-Q2,Males,1999-04-01
Foreign country,United Kingdom,70.0,1999-Q3,Males,1999-07-01
Foreign country,United Kingdom,67.9,1999-Q4,Males,1999-10-01
Foreign country,United Kingdom,67.5,2000-Q1,Males,2000-01-01
Foreign country,United Kingdom,67.0,2000-Q2,Males,2000-04-01
Foreign country,United Kingdom,68.7,2000-Q3,Males,2000-07-01
Foreign country,United Kingdom,70.2,2000-Q4,Males,2000-10-01
Foreign country,United Kingdom,69.1,2001-Q1,Males,2001-01-01
Foreign country,United Kingdom,69.3,2001-Q2,Males,2001-04-01
Foreign country,United Kingdom,71.0,2001-Q3,Males,2001-07-01
Foreign country,United Kingdom,69.0,2001-Q4,Males,2001-10-01
Foreign country,United Kingdom,68.4,2002-Q1,Males,2002-01-01
Foreign country,United Kingdom,70.5,2002-Q2,Males,2002-04-01
Foreign country,United Kingdom,71.7,2002-Q3,Males,2002-07-01
Foreign country,United Kingdom,71.4,2002-Q4,Males,2002-10-01
Foreign country,United Kingdom,69.3,2003-Q1,Males,2003-01-01
Foreign country,United Kingdom,70.4,2003-Q2,Males,2003-04-01
Foreign country,United Kingdom,71.1,2003-Q3,Males,2003-07-01
Foreign country,United Kingdom,70.0,2003-Q4,Males,2003-10-01
Foreign country,United Kingdom,70.7,2004-Q1,Males,2004-01-01
Foreign country,United Kingdom,71.4,2004-Q2,Males,2004-04-01
Foreign country,United Kingdom,73.0,2004-Q3,Males,2004-07-01
Foreign country,United Kingdom,72.6,2004-Q4,Males,2004-10-01
Foreign country,United Kingdom,72.7,2005-Q1,Males,2005-01-01
Foreign country,United Kingdom,69.6,2005-Q2,Males,2005-04-01
Foreign country,United Kingdom,71.4,2005-Q3,Males,2005-07-01
Foreign country,United Kingdom,71.2,2005-Q4,Males,2005-10-01
Foreign country,United Kingdom,73.8,2006-Q1,Males,2006-01-01
Foreign country,United Kingdom,75.6,2006-Q2,Males,2006-04-01
Foreign country,United Kingdom,78.2,2006-Q3,Males,2006-07-01
Foreign country,United Kingdom,78.3,2006-Q4,Males,2006-10-01
Foreign country,United Kingdom,76.3,2007-Q1,Males,2007-01-01
Foreign country,United Kingdom,77.1,2007-Q2,Males,2007-04-01
Foreign country,United Kingdom,77.6,2007-Q3,Males,2007-07-01
Foreign country,United Kingdom,77.6,2007-Q4,Males,2007-10-01
Foreign country,United Kingdom,78.6,2008-Q1,Males,2008-01-01
Foreign country,United Kingdom,78.1,2008-Q2,Males,2008-04-01
Foreign country,United Kingdom,78.3,2008-Q3,Males,2008-07-01
Foreign country,United Kingdom,78.5,2008-Q4,Males,2008-10-01
Foreign country,United Kingdom,77.4,2009-Q1,Males,2009-01-01
Foreign country,United Kingdom,74.0,2009-Q2,Males,2009-04-01
Foreign country,United Kingdom,76.2,2009-Q3,Males,2009-07-01
Foreign country,United Kingdom,74.0,2009-Q4,Males,2009-10-01
Foreign country,United Kingdom,73.2,2010-Q1,Males,2010-01-01
Foreign country,United Kingdom,74.8,2010-Q2,Males,2010-04-01
Foreign country,United Kingdom,77.3,2010-Q3,Males,2010-07-01
Foreign country,United Kingdom,77.0,2010-Q4,Males,2010-10-01
Foreign country,United Kingdom,75.3,2011-Q1,Males,2011-01-01
Foreign country,United Kingdom,74.8,2011-Q2,Males,2011-04-01
Foreign country,United Kingdom,76.0,2011-Q3,Males,2011-07-01
Foreign country,United Kingdom,75.4,2011-Q4,Males,2011-10-01
Foreign country,United Kingdom,75.2,2012-Q1,Males,2012-01-01
Foreign country,United Kingdom,76.9,2012-Q2,Males,2012-04-01
Foreign country,United Kingdom,78.0,2012-Q3,Males,2012-07-01
Foreign country,United Kingdom,77.0,2012-Q4,Males,2012-10-01
Foreign country,United Kingdom,75.3,2013-Q1,Males,2013-01-01
Foreign country,United Kingdom,75.4,2013-Q2,Males,2013-04-01
Foreign country,United Kingdom,77.6,2013-Q3,Males,2013-07-01
Foreign country,United Kingdom,77.2,2013-Q4,Males,2013-10-01
Foreign country,United Kingdom,78.9,2014-Q1,Males,2014-01-01
Foreign country,United Kingdom,80.0,2014-Q2,Males,2014-04-01
Foreign country,United Kingdom,79.5,2014-Q3,Males,2014-07-01
Foreign country,United Kingdom,77.7,2014-Q4,Males,2014-10-01
Foreign country,United Kingdom,78.1,2015-Q1,Males,2015-01-01
Foreign country,United Kingdom,79.0,2015-Q2,Males,2015-04-01
Foreign country,United Kingdom,79.6,2015-Q3,Males,2015-07-01
Foreign country,United Kingdom,79.7,2015-Q4,Males,2015-10-01
Foreign country,United Kingdom,80.4,2016-Q1,Males,2016-01-01
Foreign country,United Kingdom,80.8,2016-Q2,Males,2016-04-01
Foreign country,United Kingdom,80.9,2016-Q3,Males,2016-07-01
Foreign country,United Kingdom,81.6,2016-Q4,Males,2016-10-01
Foreign country,United Kingdom,79.9,2017-Q1,Males,2017-01-01
Foreign country,United Kingdom,81.2,2017-Q2,Males,2017-04-01
Foreign country,United Kingdom,82.8,2017-Q3,Males,2017-07-01
Foreign country,United Kingdom,84.0,2017-Q4,Males,2017-10-01
Foreign country,United Kingdom,82.5,2018-Q1,Males,2018-01-01
Foreign country,United Kingdom,83.7,2018-Q2,Males,2018-04-01
Foreign country,United Kingdom,83.5,2018-Q3,Males,2018-07-01
Foreign country,United Kingdom,83.9,2018-Q4,Males,2018-10-01
Foreign country,United Kingdom,82.1,2019-Q1,Males,2019-01-01
Foreign country,United Kingdom,82.9,2019-Q2,Males,2019-04-01
Foreign country,United Kingdom,84.1,2019-Q3,Males,2019-07-01
Foreign country,United Kingdom,82.8,2019-Q4,Males,2019-10-01
Foreign country,United Kingdom,84.3,2020-Q1,Males,2020-01-01
Foreign country,United Kingdom,84.2,2020-Q2,Males,2020-04-01
Foreign country,United Kingdom,82.7,2020-Q3,Males,2020-07-01
Foreign country,United Kingdom,59.6,1998-Q2,Total,1998-04-01
Foreign country,United Kingdom,57.6,1999-Q2,Total,1999-04-01
Foreign country,United Kingdom,60.4,1999-Q3,Total,1999-07-01
Foreign country,United Kingdom,59.8,1999-Q4,Total,1999-10-01
Foreign country,United Kingdom,59.0,2000-Q1,Total,2000-01-01
Foreign country,United Kingdom,58.7,2000-Q2,Total,2000-04-01
Foreign country,United Kingdom,60.8,2000-Q3,Total,2000-07-01
Foreign country,United Kingdom,60.6,2000-Q4,Total,2000-10-01
Foreign country,United Kingdom,59.9,2001-Q1,Total,2001-01-01
Foreign country,United Kingdom,59.8,2001-Q2,Total,2001-04-01
Foreign country,United Kingdom,61.7,2001-Q3,Total,2001-07-01
Foreign country,United Kingdom,60.1,2001-Q4,Total,2001-10-01
Foreign country,United Kingdom,59.4,2002-Q1,Total,2002-01-01
Foreign country,United Kingdom,61.5,2002-Q2,Total,2002-04-01
Foreign country,United Kingdom,62.1,2002-Q3,Total,2002-07-01
Foreign country,United Kingdom,61.7,2002-Q4,Total,2002-10-01
Foreign country,United Kingdom,60.8,2003-Q1,Total,2003-01-01
Foreign country,United Kingdom,61.4,2003-Q2,Total,2003-04-01
Foreign country,United Kingdom,62.9,2003-Q3,Total,2003-07-01
Foreign country,United Kingdom,61.7,2003-Q4,Total,2003-10-01
Foreign country,United Kingdom,61.8,2004-Q1,Total,2004-01-01
Foreign country,United Kingdom,62.7,2004-Q2,Total,2004-04-01
Foreign country,United Kingdom,63.6,2004-Q3,Total,2004-07-01
Foreign country,United Kingdom,64.0,2004-Q4,Total,2004-10-01
Foreign country,United Kingdom,65.2,2005-Q1,Total,2005-01-01
Foreign country,United Kingdom,62.2,2005-Q2,Total,2005-04-01
Foreign country,United Kingdom,63.9,2005-Q3,Total,2005-07-01
Foreign country,United Kingdom,63.8,2005-Q4,Total,2005-10-01
Foreign country,United Kingdom,65.7,2006-Q1,Total,2006-01-01
Foreign country,United Kingdom,66.6,2006-Q2,Total,2006-04-01
Foreign country,United Kingdom,68.0,2006-Q3,Total,2006-07-01
Foreign country,United Kingdom,67.4,2006-Q4,Total,2006-10-01
Foreign country,United Kingdom,65.8,2007-Q1,Total,2007-01-01
Foreign country,United Kingdom,66.8,2007-Q2,Total,2007-04-01
Foreign country,United Kingdom,67.6,2007-Q3,Total,2007-07-01
Foreign country,United Kingdom,67.2,2007-Q4,Total,2007-10-01
Foreign country,United Kingdom,68.3,2008-Q1,Total,2008-01-01
Foreign country,United Kingdom,67.7,2008-Q2,Total,2008-04-01
Foreign country,United Kingdom,68.2,2008-Q3,Total,2008-07-01
Foreign country,United Kingdom,67.9,2008-Q4,Total,2008-10-01
Foreign country,United Kingdom,67.6,2009-Q1,Total,2009-01-01
Foreign country,United Kingdom,65.5,2009-Q2,Total,2009-04-01
Foreign country,United Kingdom,67.1,2009-Q3,Total,2009-07-01
Foreign country,United Kingdom,66.1,2009-Q4,Total,2009-10-01
Foreign country,United Kingdom,65.5,2010-Q1,Total,2010-01-01
Foreign country,United Kingdom,66.6,2010-Q2,Total,2010-04-01
Foreign country,United Kingdom,67.8,2010-Q3,Total,2010-07-01
Foreign country,United Kingdom,67.3,2010-Q4,Total,2010-10-01
Foreign country,United Kingdom,67.0,2011-Q1,Total,2011-01-01
Foreign country,United Kingdom,66.9,2011-Q2,Total,2011-04-01
Foreign country,United Kingdom,67.7,2011-Q3,Total,2011-07-01
Foreign country,United Kingdom,66.8,2011-Q4,Total,2011-10-01
Foreign country,United Kingdom,65.9,2012-Q1,Total,2012-01-01
Foreign country,United Kingdom,66.7,2012-Q2,Total,2012-04-01
Foreign country,United Kingdom,67.8,2012-Q3,Total,2012-07-01
Foreign country,United Kingdom,67.8,2012-Q4,Total,2012-10-01
Foreign country,United Kingdom,66.9,2013-Q1,Total,2013-01-01
Foreign country,United Kingdom,67.2,2013-Q2,Total,2013-04-01
Foreign country,United Kingdom,68.3,2013-Q3,Total,2013-07-01
Foreign country,United Kingdom,68.6,2013-Q4,Total,2013-10-01
Foreign country,United Kingdom,68.8,2014-Q1,Total,2014-01-01
Foreign country,United Kingdom,70.0,2014-Q2,Total,2014-04-01
Foreign country,United Kingdom,69.9,2014-Q3,Total,2014-07-01
Foreign country,United Kingdom,69.4,2014-Q4,Total,2014-10-01
Foreign country,United Kingdom,70.0,2015-Q1,Total,2015-01-01
Foreign country,United Kingdom,71.2,2015-Q2,Total,2015-04-01
Foreign country,United Kingdom,72.2,2015-Q3,Total,2015-07-01
Foreign country,United Kingdom,71.6,2015-Q4,Total,2015-10-01
Foreign country,United Kingdom,70.8,2016-Q1,Total,2016-01-01
Foreign country,United Kingdom,71.7,2016-Q2,Total,2016-04-01
Foreign country,United Kingdom,72.0,2016-Q3,Total,2016-07-01
Foreign country,United Kingdom,72.5,2016-Q4,Total,2016-10-01
Foreign country,United Kingdom,70.9,2017-Q1,Total,2017-01-01
Foreign country,United Kingdom,72.3,2017-Q2,Total,2017-04-01
Foreign country,United Kingdom,73.8,2017-Q3,Total,2017-07-01
Foreign country,United Kingdom,73.6,2017-Q4,Total,2017-10-01
Foreign country,United Kingdom,73.4,2018-Q1,Total,2018-01-01
Foreign country,United Kingdom,73.9,2018-Q2,Total,2018-04-01
Foreign country,United Kingdom,74.2,2018-Q3,Total,2018-07-01
Foreign country,United Kingdom,75.1,2018-Q4,Total,2018-10-01
Foreign country,United Kingdom,74.6,2019-Q1,Total,2019-01-01
Foreign country,United Kingdom,74.3,2019-Q2,Total,2019-04-01
Foreign country,United Kingdom,75.7,2019-Q3,Total,2019-07-01
