citizenship,geo,employment_rate,year,Sex
Reporting country,Sweden,74.9,2014,Females
Reporting country,Sweden,75.9,2015,Females
Reporting country,Sweden,77.0,2016,Females
Reporting country,Sweden,77.6,2017,Females
Reporting country,Sweden,78.3,2018,Females
Reporting country,Sweden,78.2,2019,Females
Reporting country,Sweden,76.5,2020,Females
Reporting country,Sweden,75.5,2021,Females
Reporting country,Sweden,76.6,2022,Females
Reporting country,Sweden,77.3,2023,Females
Reporting country,Sweden,76.8,2024,Females
Reporting country,Sweden,70.9,1997,Males
Reporting country,Sweden,71.7,1998,Males
Reporting country,Sweden,73.1,1999,Males
Reporting country,Sweden,73.7,2000,Males
Reporting country,Sweden,76.8,2001,Males
Reporting country,Sweden,76.3,2002,Males
Reporting country,Sweden,75.7,2003,Males
Reporting country,Sweden,74.8,2004,Males
Reporting country,Sweden,75.1,2005,Males
Reporting country,Sweden,76.1,2006,Males
Reporting country,Sweden,77.1,2007,Males
Reporting country,Sweden,77.2,2008,Males
Reporting country,Sweden,74.7,2009,Males
Reporting country,Sweden,75.1,2010,Males
Reporting country,Sweden,76.6,2011,Males
Reporting country,Sweden,76.6,2012,Males
Reporting country,Sweden,77.3,2013,Males
Reporting country,Sweden,77.5,2014,Males
Reporting country,Sweden,78.1,2015,Males
Reporting country,Sweden,78.9,2016,Males
Reporting country,Sweden,79.5,2017,Males
Reporting country,Sweden,80.4,2018,Males
Reporting country,Sweden,80.2,2019,Males
Reporting country,Sweden,79.0,2020,Males
Reporting country,Sweden,78.1,2021,Males
Reporting country,Sweden,79.8,2022,Males
Reporting country,Sweden,79.5,2023,Males
Reporting country,Sweden,78.3,2024,Males
Reporting country,Sweden,69.7,1997,Total
Reporting country,Sweden,69.8,1998,Total
Reporting country,Sweden,71.7,1999,Total
Reporting country,Sweden,72.3,2000,Total
Reporting country,Sweden,75.2,2001,Total
Reporting country,Sweden,75.0,2002,Total
Reporting country,Sweden,74.4,2003,Total
Reporting country,Sweden,73.3,2004,Total
Reporting country,Sweden,73.3,2005,Total
Reporting country,Sweden,73.9,2006,Total
Reporting country,Sweden,75.0,2007,Total
Reporting country,Sweden,75.1,2008,Total
Reporting country,Sweden,73.0,2009,Total
Reporting country,Sweden,73.1,2010,Total
Reporting country,Sweden,74.8,2011,Total
Reporting country,Sweden,75.1,2012,Total
Reporting country,Sweden,75.8,2013,Total
Reporting country,Sweden,76.2,2014,Total
Reporting country,Sweden,77.0,2015,Total
Reporting country,Sweden,78.0,2016,Total
Reporting country,Sweden,78.6,2017,Total
Reporting country,Sweden,79.4,2018,Total
Reporting country,Sweden,79.2,2019,Total
Reporting country,Sweden,77.8,2020,Total
Reporting country,Sweden,76.8,2021,Total
Reporting country,Sweden,78.2,2022,Total
Reporting country,Sweden,78.4,2023,Total
Reporting country,Sweden,77.6,2024,Total
Total,Sweden,69.8,1995,Females
Total,Sweden,68.7,1996,Females
Total,Sweden,66.8,1997,Females
Total,Sweden,66.4,1998,Females
Total,Sweden,68.9,1999,Females
Total,Sweden,69.7,2000,Females
Total,Sweden,72.6,2001,Females
Total,Sweden,72.5,2002,Females
Total,Sweden,72.2,2003,Females
Total,Sweden,70.8,2004,Females
Total,Sweden,70.2,2005,Females
Total,Sweden,70.7,2006,Females
Total,Sweden,71.8,2007,Females
Total,Sweden,71.8,2008,Females
Total,Sweden,70.2,2009,Females
Total,Sweden,69.7,2010,Females
Total,Sweden,71.3,2011,Females
Total,Sweden,71.8,2012,Females
Total,Sweden,72.5,2013,Females
Total,Sweden,73.1,2014,Females
Total,Sweden,74.0,2015,Females
Total,Sweden,74.8,2016,Females
Total,Sweden,75.4,2017,Females
Total,Sweden,75.9,2018,Females
Total,Sweden,75.4,2019,Females
Total,Sweden,73.5,2020,Females
Total,Sweden,73.0,2021,Females
Total,Sweden,74.6,2022,Females
Total,Sweden,75.6,2023,Females
Total,Sweden,75.2,2024,Females
Total,Sweden,71.6,1995,Males
Total,Sweden,70.6,1996,Males
Total,Sweden,69.8,1997,Males
Total,Sweden,70.8,1998,Males
Total,Sweden,72.1,1999,Males
Total,Sweden,72.6,2000,Males
Total,Sweden,76.1,2001,Males
Total,Sweden,75.5,2002,Males
Total,Sweden,74.9,2003,Males
Total,Sweden,74.0,2004,Males
Total,Sweden,74.3,2005,Males
Total,Sweden,75.5,2006,Males
Total,Sweden,76.5,2007,Males
Total,Sweden,76.7,2008,Males
Total,Sweden,74.2,2009,Males
Total,Sweden,74.6,2010,Males
Total,Sweden,75.8,2011,Males
Total,Sweden,75.6,2012,Males
Total,Sweden,76.3,2013,Males
Total,Sweden,76.5,2014,Males
Total,Sweden,77.0,2015,Males
Total,Sweden,77.5,2016,Males
Total,Sweden,78.3,2017,Males
Total,Sweden,78.8,2018,Males
Total,Sweden,78.8,2019,Males
Total,Sweden,77.4,2020,Males
Total,Sweden,77.1,2021,Males
Total,Sweden,79.2,2022,Males
Total,Sweden,79.1,2023,Males
Total,Sweden,78.1,2024,Males
Total,Sweden,70.7,1995,Total
Total,Sweden,69.7,1996,Total
Total,Sweden,68.3,1997,Total
Total,Sweden,68.6,1998,Total
Total,Sweden,70.6,1999,Total
Total,Sweden,71.1,2000,Total
Total,Sweden,74.4,2001,Total
Total,Sweden,74.0,2002,Total
Total,Sweden,73.6,2003,Total
Total,Sweden,72.4,2004,Total
Total,Sweden,72.3,2005,Total
Total,Sweden,73.1,2006,Total
Total,Sweden,74.2,2007,Total
Total,Sweden,74.3,2008,Total
Total,Sweden,72.2,2009,Total
Total,Sweden,72.1,2010,Total
Total,Sweden,73.6,2011,Total
Total,Sweden,73.8,2012,Total
Total,Sweden,74.4,2013,Total
Total,Sweden,74.9,2014,Total
Total,Sweden,75.5,2015,Total
Total,Sweden,76.2,2016,Total
Total,Sweden,76.9,2017,Total
Total,Sweden,77.4,2018,Total
Total,Sweden,77.1,2019,Total
Total,Sweden,75.5,2020,Total
Total,Sweden,75.1,2021,Total
Total,Sweden,77.0,2022,Total
Total,Sweden,77.4,2023,Total
Total,Sweden,76.7,2024,Total
Foreign country,Switzerland,66.9,1996,Females
Foreign country,Switzerland,66.6,1997,Females
Foreign country,Switzerland,68.7,1998,Females
Foreign country,Switzerland,64.3,1999,Females
Foreign country,Switzerland,62.1,2000,Females
Foreign country,Switzerland,66.1,2001,Females
Foreign country,Switzerland,67.0,2002,Females
Foreign country,Switzerland,63.6,2003,Females
Foreign country,Switzerland,62.6,2004,Females
Foreign country,Switzerland,62.6,2005,Females
Foreign country,Switzerland,63.2,2006,Females
Foreign country,Switzerland,64.1,2007,Females
Foreign country,Switzerland,66.7,2008,Females
Foreign country,Switzerland,66.9,2009,Females
Foreign country,Switzerland,62.4,2010,Females
Foreign country,Switzerland,65.0,2011,Females
Foreign country,Switzerland,66.8,2012,Females
Foreign country,Switzerland,66.3,2013,Females
Foreign country,Switzerland,66.4,2014,Females
Foreign country,Switzerland,66.9,2015,Females
Foreign country,Switzerland,68.4,2016,Females
Foreign country,Switzerland,67.3,2017,Females
Foreign country,Switzerland,68.6,2018,Females
Foreign country,Switzerland,70.2,2019,Females
Foreign country,Switzerland,69.8,2020,Females
Foreign country,Switzerland,68.4,2021,Females
Foreign country,Switzerland,68.8,2022,Females
Foreign country,Switzerland,70.5,2023,Females
Foreign country,Switzerland,70.5,2024,Females
Foreign country,Switzerland,84.4,1996,Males
Foreign country,Switzerland,81.6,1997,Males
Foreign country,Switzerland,83.8,1998,Males
Foreign country,Switzerland,83.1,1999,Males
Foreign country,Switzerland,84.0,2000,Males
Foreign country,Switzerland,87.7,2001,Males
Foreign country,Switzerland,84.0,2002,Males
Foreign country,Switzerland,81.5,2003,Males
Foreign country,Switzerland,80.7,2004,Males
Foreign country,Switzerland,80.7,2005,Males
Foreign country,Switzerland,81.4,2006,Males
Foreign country,Switzerland,83.3,2007,Males
Foreign country,Switzerland,83.8,2008,Males
Foreign country,Switzerland,83.5,2009,Males
Foreign country,Switzerland,80.1,2010,Males
Foreign country,Switzerland,82.3,2011,Males
Foreign country,Switzerland,81.9,2012,Males
Foreign country,Switzerland,81.2,2013,Males
Foreign country,Switzerland,81.9,2014,Males
Foreign country,Switzerland,81.8,2015,Males
Foreign country,Switzerland,81.6,2016,Males
Foreign country,Switzerland,83.4,2017,Males
Foreign country,Switzerland,83.3,2018,Males
Foreign country,Switzerland,83.5,2019,Males
Foreign country,Switzerland,83.3,2020,Males
Foreign country,Switzerland,81.3,2021,Males
Foreign country,Switzerland,81.8,2022,Males
Foreign country,Switzerland,82.2,2023,Males
Foreign country,Switzerland,81.3,2024,Males
Foreign country,Switzerland,76.5,1996,Total
Foreign country,Switzerland,74.8,1997,Total
Foreign country,Switzerland,76.9,1998,Total
Foreign country,Switzerland,74.5,1999,Total
Foreign country,Switzerland,73.9,2000,Total
Foreign country,Switzerland,77.7,2001,Total
Foreign country,Switzerland,76.1,2002,Total
Foreign country,Switzerland,73.2,2003,Total
Foreign country,Switzerland,72.2,2004,Total
Foreign country,Switzerland,72.2,2005,Total
Foreign country,Switzerland,72.8,2006,Total
Foreign country,Switzerland,74.3,2007,Total
Foreign country,Switzerland,75.8,2008,Total
Foreign country,Switzerland,75.8,2009,Total
Foreign country,Switzerland,71.9,2010,Total
Foreign country,Switzerland,74.2,2011,Total
Foreign country,Switzerland,74.9,2012,Total
Foreign country,Switzerland,74.3,2013,Total
Foreign country,Switzerland,74.7,2014,Total
Foreign country,Switzerland,74.9,2015,Total
Foreign country,Switzerland,75.4,2016,Total
Foreign country,Switzerland,75.9,2017,Total
Foreign country,Switzerland,76.4,2018,Total
Foreign country,Switzerland,77.2,2019,Total
Foreign country,Switzerland,77.0,2020,Total
Foreign country,Switzerland,75.2,2021,Total
Foreign country,Switzerland,75.7,2022,Total
Foreign country,Switzerland,76.7,2023,Total
Foreign country,Switzerland,76.2,2024,Total
Reporting country,Switzerland,67.2,1996,Females
Reporting country,Switzerland,68.0,1997,Females
Reporting country,Switzerland,68.9,1998,Females
Reporting country,Switzerland,70.8,1999,Females
Reporting country,Switzerland,71.1,2000,Females
Reporting country,Switzerland,71.6,2001,Females
Reporting country,Switzerland,72.7,2002,Females
Reporting country,Switzerland,72.6,2003,Females
Reporting country,Switzerland,72.4,2004,Females
Reporting country,Switzerland,72.5,2005,Females
Reporting country,Switzerland,73.3,2006,Females
Reporting country,Switzerland,73.6,2007,Females
Reporting country,Switzerland,75.4,2008,Females
Reporting country,Switzerland,75.5,2009,Females
Reporting country,Switzerland,73.9,2010,Females
Reporting country,Switzerland,74.8,2011,Females
Reporting country,Switzerland,74.9,2012,Females
Reporting country,Switzerland,75.4,2013,Females
Reporting country,Switzerland,76.6,2014,Females
Reporting country,Switzerland,77.4,2015,Females
Reporting country,Switzerland,77.9,2016,Females
Reporting country,Switzerland,78.0,2017,Females
Reporting country,Switzerland,78.2,2018,Females
Reporting country,Switzerland,78.6,2019,Females
Reporting country,Switzerland,78.1,2020,Females
Reporting country,Switzerland,78.5,2021,Females
Reporting country,Switzerland,78.9,2022,Females
Reporting country,Switzerland,79.3,2023,Females
Reporting country,Switzerland,79.6,2024,Females
Reporting country,Switzerland,87.6,1996,Males
Reporting country,Switzerland,87.4,1997,Males
Reporting country,Switzerland,88.2,1998,Males
Reporting country,Switzerland,88.4,1999,Males
Reporting country,Switzerland,88.3,2000,Males
Reporting country,Switzerland,87.7,2001,Males
Reporting country,Switzerland,86.9,2002,Males
Reporting country,Switzerland,86.2,2003,Males
Reporting country,Switzerland,85.7,2004,Males
Reporting country,Switzerland,85.0,2005,Males
Reporting country,Switzerland,85.8,2006,Males
Reporting country,Switzerland,86.3,2007,Males
Reporting country,Switzerland,86.0,2008,Males
Reporting country,Switzerland,84.7,2009,Males
Reporting country,Switzerland,84.3,2010,Males
Reporting country,Switzerland,84.7,2011,Males
Reporting country,Switzerland,84.7,2012,Males
Reporting country,Switzerland,84.3,2013,Males
Reporting country,Switzerland,84.0,2014,Males
Reporting country,Switzerland,84.3,2015,Males
Reporting country,Switzerland,84.6,2016,Males
Reporting country,Switzerland,84.6,2017,Males
Reporting country,Switzerland,84.9,2018,Males
Reporting country,Switzerland,85.0,2019,Males
Reporting country,Switzerland,84.1,2020,Males
Reporting country,Switzerland,84.2,2021,Males
Reporting country,Switzerland,84.9,2022,Males
Reporting country,Switzerland,85.4,2023,Males
Reporting country,Switzerland,84.8,2024,Males
Reporting country,Switzerland,77.1,1996,Total
Reporting country,Switzerland,77.5,1997,Total
Reporting country,Switzerland,78.3,1998,Total
Reporting country,Switzerland,79.4,1999,Total
Reporting country,Switzerland,79.6,2000,Total
Reporting country,Switzerland,79.5,2001,Total
Reporting country,Switzerland,79.7,2002,Total
Reporting country,Switzerland,79.3,2003,Total
Reporting country,Switzerland,78.9,2004,Total
Reporting country,Switzerland,78.7,2005,Total
Reporting country,Switzerland,79.4,2006,Total
Reporting country,Switzerland,79.9,2007,Total
Reporting country,Switzerland,80.6,2008,Total
Reporting country,Switzerland,80.1,2009,Total
Reporting country,Switzerland,79.0,2010,Total
Reporting country,Switzerland,79.7,2011,Total
Reporting country,Switzerland,79.7,2012,Total
Reporting country,Switzerland,79.8,2013,Total
Reporting country,Switzerland,80.2,2014,Total
Reporting country,Switzerland,80.8,2015,Total
Reporting country,Switzerland,81.2,2016,Total
Reporting country,Switzerland,81.3,2017,Total
Reporting country,Switzerland,81.5,2018,Total
Reporting country,Switzerland,81.7,2019,Total
Reporting country,Switzerland,81.1,2020,Total
Reporting country,Switzerland,81.4,2021,Total
Reporting country,Switzerland,81.9,2022,Total
Reporting country,Switzerland,82.3,2023,Total
Reporting country,Switzerland,82.2,2024,Total
Total,Switzerland,67.1,1996,Females
Total,Switzerland,67.8,1997,Females
Total,Switzerland,68.8,1998,Females
Total,Switzerland,69.6,1999,Females
Total,Switzerland,69.3,2000,Females
Total,Switzerland,70.6,2001,Females
Total,Switzerland,71.5,2002,Females
Total,Switzerland,70.7,2003,Females
Total,Switzerland,70.3,2004,Females
Total,Switzerland,70.4,2005,Females
Total,Switzerland,71.1,2006,Females
Total,Switzerland,71.6,2007,Females
Total,Switzerland,73.5,2008,Females
Total,Switzerland,73.6,2009,Females
Total,Switzerland,71.3,2010,Females
Total,Switzerland,72.5,2011,Females
Total,Switzerland,73.0,2012,Females
Total,Switzerland,73.2,2013,Females
Total,Switzerland,74.1,2014,Females
Total,Switzerland,74.7,2015,Females
Total,Switzerland,75.4,2016,Females
Total,Switzerland,75.2,2017,Females
Total,Switzerland,75.7,2018,Females
Total,Switzerland,76.3,2019,Females
Total,Switzerland,75.9,2020,Females
Total,Switzerland,75.8,2021,Females
Total,Switzerland,76.1,2022,Females
Total,Switzerland,76.8,2023,Females
Total,Switzerland,77.0,2024,Females
Total,Switzerland,86.9,1996,Males
Total,Switzerland,85.9,1997,Males
Total,Switzerland,87.2,1998,Males
Total,Switzerland,87.2,1999,Males
Total,Switzerland,87.3,2000,Males
Total,Switzerland,87.6,2001,Males
Total,Switzerland,86.2,2002,Males
Total,Switzerland,85.1,2003,Males
Total,Switzerland,84.4,2004,Males
Total,Switzerland,83.9,2005,Males
Total,Switzerland,84.7,2006,Males
Total,Switzerland,85.6,2007,Males
Total,Switzerland,85.4,2008,Males
Total,Switzerland,84.4,2009,Males
Total,Switzerland,83.2,2010,Males
Total,Switzerland,84.1,2011,Males
Total,Switzerland,83.9,2012,Males
Total,Switzerland,83.5,2013,Males
Total,Switzerland,83.4,2014,Males
Total,Switzerland,83.6,2015,Males
Total,Switzerland,83.7,2016,Males
Total,Switzerland,84.3,2017,Males
Total,Switzerland,84.5,2018,Males
Total,Switzerland,84.5,2019,Males
Total,Switzerland,83.9,2020,Males
Total,Switzerland,83.3,2021,Males
Total,Switzerland,83.9,2022,Males
Total,Switzerland,84.4,2023,Males
Total,Switzerland,83.7,2024,Males
Total,Switzerland,77.0,1996,Total
Total,Switzerland,76.9,1997,Total
Total,Switzerland,78.0,1998,Total
Total,Switzerland,78.4,1999,Total
Total,Switzerland,78.3,2000,Total
Total,Switzerland,79.1,2001,Total
Total,Switzerland,78.9,2002,Total
Total,Switzerland,77.9,2003,Total
Total,Switzerland,77.4,2004,Total
Total,Switzerland,77.2,2005,Total
Total,Switzerland,77.9,2006,Total
Total,Switzerland,78.6,2007,Total
Total,Switzerland,79.5,2008,Total
Total,Switzerland,79.0,2009,Total
Total,Switzerland,77.3,2010,Total
Total,Switzerland,78.3,2011,Total
Total,Switzerland,78.5,2012,Total
Total,Switzerland,78.4,2013,Total
Total,Switzerland,78.8,2014,Total
Total,Switzerland,79.2,2015,Total
Total,Switzerland,79.6,2016,Total
Total,Switzerland,79.8,2017,Total
Total,Switzerland,80.1,2018,Total
Total,Switzerland,80.5,2019,Total
Total,Switzerland,79.9,2020,Total
Total,Switzerland,79.6,2021,Total
Total,Switzerland,80.1,2022,Total
Total,Switzerland,80.7,2023,Total
Total,Switzerland,80.4,2024,Total
Total,Türkiye,22.7,2006,Females
Total,Türkiye,22.8,2007,Females
Total,Türkiye,23.5,2008,Females
Total,Türkiye,24.2,2009,Females
Total,Türkiye,26.2,2010,Females
Total,Türkiye,27.8,2011,Females
Total,Türkiye,28.7,2012,Females
Total,Türkiye,29.6,2013,Females
Total,Türkiye,29.5,2014,Females
Total,Türkiye,30.4,2015,Females
Total,Türkiye,31.2,2016,Females
Total,Türkiye,32.2,2017,Females
Total,Türkiye,32.9,2018,Females
Total,Türkiye,32.2,2019,Females
Total,Türkiye,29.7,2020,Females
Total,Türkiye,31.8,2021,Females
Total,Türkiye,34.4,2022,Females
Total,Türkiye,35.5,2023,Females
Total,Türkiye,36.9,2024,Females
Total,Türkiye,66.9,2006,Males
Total,Türkiye,66.8,2007,Males
Total,Türkiye,66.6,2008,Males
Total,Türkiye,64.5,2009,Males
Total,Türkiye,66.7,2010,Males
Total,Türkiye,69.2,2011,Males
Total,Türkiye,69.2,2012,Males
Total,Türkiye,69.5,2013,Males
Total,Türkiye,69.5,2014,Males
Total,Türkiye,69.8,2015,Males
Total,Türkiye,70.0,2016,Males
Total,Türkiye,70.7,2017,Males
Total,Türkiye,70.9,2018,Males
Total,Türkiye,68.3,2019,Males
Total,Türkiye,65.2,2020,Males
Total,Türkiye,68.6,2021,Males
Total,Türkiye,71.1,2022,Males
Total,Türkiye,71.9,2023,Males
Total,Türkiye,73.2,2024,Males
Total,Türkiye,44.6,2006,Total
Total,Türkiye,44.6,2007,Total
Total,Türkiye,44.9,2008,Total
Total,Türkiye,44.3,2009,Total
Total,Türkiye,46.3,2010,Total
Total,Türkiye,48.4,2011,Total
Total,Türkiye,48.9,2012,Total
Total,Türkiye,49.5,2013,Total
Total,Türkiye,49.5,2014,Total
Total,Türkiye,50.2,2015,Total
Total,Türkiye,50.6,2016,Total
Total,Türkiye,51.5,2017,Total
Total,Türkiye,52.0,2018,Total
Total,Türkiye,50.3,2019,Total
Total,Türkiye,47.5,2020,Total
Total,Türkiye,50.3,2021,Total
Total,Türkiye,52.8,2022,Total
Total,Türkiye,53.8,2023,Total
Total,Türkiye,55.2,2024,Total
Foreign country,United Kingdom,49.5,1995,Females
Foreign country,United Kingdom,50.3,1996,Females
Foreign country,United Kingdom,50.1,1997,Females
Foreign country,United Kingdom,50.9,1998,Females
Foreign country,United Kingdom,49.9,1999,Females
Foreign country,United Kingdom,51.7,2000,Females
Foreign country,United Kingdom,51.4,2001,Females
Foreign country,United Kingdom,53.2,2002,Females
Foreign country,United Kingdom,53.7,2003,Females
Foreign country,United Kingdom,55.0,2004,Females
Foreign country,United Kingdom,56.8,2005,Females
Foreign country,United Kingdom,57.8,2006,Females
Foreign country,United Kingdom,56.6,2007,Females
Foreign country,United Kingdom,58.0,2008,Females
Foreign country,United Kingdom,58.2,2009,Females
Foreign country,United Kingdom,58.5,2010,Females
Foreign country,United Kingdom,59.3,2011,Females
Foreign country,United Kingdom,58.1,2012,Females
