Sex,geo,Age class,year,Country of citizenship,Number
Total,Portugal,From 60 to 64 years,2020,Total,690884
Total,Portugal,From 60 to 64 years,2021,Total,703828
Total,Portugal,From 60 to 64 years,2022,Total,716653
Total,Portugal,From 60 to 64 years,2023,Total,727409
Total,Portugal,From 60 to 64 years,2024,Total,736800
Total,Romania,From 60 to 64 years,2012,Total,1253950
Total,Romania,From 60 to 64 years,2013,Total,1303936
Total,Romania,From 60 to 64 years,2014,Total,1330196
Total,Romania,From 60 to 64 years,2015,Total,1325427
Total,Romania,From 60 to 64 years,2016,Total,1344927
Total,Romania,From 60 to 64 years,2017,Total,1356310
Total,Romania,From 60 to 64 years,2018,Total,1349989
Total,Romania,From 60 to 64 years,2019,Total,1340298
Total,Romania,From 60 to 64 years,2020,Total,1297311
Total,Romania,From 60 to 64 years,2021,Total,1228138
Total,Romania,From 60 to 64 years,2023,Total,1145918
Total,Romania,From 60 to 64 years,2024,Total,1081186
Total,Sweden,From 60 to 64 years,2012,Total,597421
Total,Sweden,From 60 to 64 years,2013,Total,583567
Total,Sweden,From 60 to 64 years,2014,Total,571895
Total,Sweden,From 60 to 64 years,2015,Total,561962
Total,Sweden,From 60 to 64 years,2016,Total,558647
Total,Sweden,From 60 to 64 years,2017,Total,562422
Total,Sweden,From 60 to 64 years,2018,Total,564707
Total,Sweden,From 60 to 64 years,2019,Total,565066
Total,Sweden,From 60 to 64 years,2020,Total,568390
Total,Sweden,From 60 to 64 years,2021,Total,569226
Total,Sweden,From 60 to 64 years,2022,Total,569809
Total,Sweden,From 60 to 64 years,2023,Total,575092
Total,Sweden,From 60 to 64 years,2024,Total,587198
Total,Slovenia,From 60 to 64 years,2012,Total,129476
Total,Slovenia,From 60 to 64 years,2013,Total,134423
Total,Slovenia,From 60 to 64 years,2014,Total,139249
Total,Slovenia,From 60 to 64 years,2015,Total,142544
Total,Slovenia,From 60 to 64 years,2016,Total,144098
Total,Slovenia,From 60 to 64 years,2017,Total,146515
Total,Slovenia,From 60 to 64 years,2018,Total,146465
Total,Slovenia,From 60 to 64 years,2019,Total,145441
Total,Slovenia,From 60 to 64 years,2020,Total,144747
Total,Slovenia,From 60 to 64 years,2021,Total,144472
Total,Slovenia,From 60 to 64 years,2022,Total,143571
Total,Slovenia,From 60 to 64 years,2023,Total,143812
Total,Slovenia,From 60 to 64 years,2024,Total,144783
Total,Slovakia,From 60 to 64 years,2012,Total,323234
Total,Slovakia,From 60 to 64 years,2013,Total,336562
Total,Slovakia,From 60 to 64 years,2014,Total,347116
Total,Slovakia,From 60 to 64 years,2015,Total,357257
Total,Slovakia,From 60 to 64 years,2016,Total,363292
Total,Slovakia,From 60 to 64 years,2017,Total,366568
Total,Slovakia,From 60 to 64 years,2018,Total,366955
Total,Slovakia,From 60 to 64 years,2019,Total,365386
Total,Slovakia,From 60 to 64 years,2020,Total,359913
Total,Slovakia,From 60 to 64 years,2021,Total,353682
Total,Slovakia,From 60 to 64 years,2022,Total,348115
Total,Slovakia,From 60 to 64 years,2023,Total,341097
Total,Slovakia,From 60 to 64 years,2024,Total,339570
Females,Austria,65 years or over,2012,Total,869593
Females,Austria,65 years or over,2013,Total,882846
Females,Austria,65 years or over,2014,Total,896177
Females,Austria,65 years or over,2015,Total,908473
Females,Austria,65 years or over,2016,Total,917415
Females,Austria,65 years or over,2017,Total,926548
Females,Austria,65 years or over,2018,Total,935712
Females,Austria,65 years or over,2019,Total,945730
Females,Austria,65 years or over,2020,Total,957691
Females,Austria,65 years or over,2021,Total,968641
Females,Austria,65 years or over,2022,Total,983597
Females,Austria,65 years or over,2023,Total,1001556
Females,Austria,65 years or over,2024,Total,1020029
Females,Belgium,65 years or over,2012,Total,1105368
Females,Belgium,65 years or over,2013,Total,1120878
Females,Belgium,65 years or over,2014,Total,1136569
Females,Belgium,65 years or over,2015,Total,1153004
Females,Belgium,65 years or over,2016,Total,1166754
Females,Belgium,65 years or over,2017,Total,1181370
Females,Belgium,65 years or over,2018,Total,1197249
Females,Belgium,65 years or over,2019,Total,1212859
Females,Belgium,65 years or over,2020,Total,1230966
Females,Belgium,65 years or over,2021,Total,1241739
Females,Belgium,65 years or over,2022,Total,1261773
Females,Belgium,65 years or over,2023,Total,1281114
Females,Belgium,65 years or over,2024,Total,1302752
Females,Bulgaria,65 years or over,2012,Total,819712
Females,Bulgaria,65 years or over,2013,Total,831059
Females,Bulgaria,65 years or over,2014,Total,845114
Females,Bulgaria,65 years or over,2015,Total,857993
Females,Bulgaria,65 years or over,2016,Total,872549
Females,Bulgaria,65 years or over,2017,Total,882753
Females,Bulgaria,65 years or over,2018,Total,889460
Females,Bulgaria,65 years or over,2019,Total,897380
Females,Bulgaria,65 years or over,2020,Total,903489
Females,Bulgaria,65 years or over,2021,Total,907815
Females,Bulgaria,65 years or over,2022,Total,918038
Females,Bulgaria,65 years or over,2023,Total,918032
Females,Bulgaria,65 years or over,2024,Total,927678
Females,Switzerland,65 years or over,2012,Total,775054
Females,Switzerland,65 years or over,2013,Total,790363
Females,Switzerland,65 years or over,2014,Total,806295
Females,Switzerland,65 years or over,2015,Total,821864
Females,Switzerland,65 years or over,2016,Total,835426
Females,Switzerland,65 years or over,2017,Total,848449
Females,Switzerland,65 years or over,2018,Total,861379
Females,Switzerland,65 years or over,2019,Total,874250
Females,Switzerland,65 years or over,2020,Total,887796
Females,Switzerland,65 years or over,2021,Total,899207
Females,Switzerland,65 years or over,2022,Total,914173
Females,Switzerland,65 years or over,2023,Total,928581
Females,Switzerland,65 years or over,2024,Total,948299
Females,Cyprus,65 years or over,2012,Total,59897
Females,Cyprus,65 years or over,2013,Total,62129
Females,Cyprus,65 years or over,2014,Total,64823
Females,Cyprus,65 years or over,2015,Total,67287
Females,Cyprus,65 years or over,2016,Total,69456
Females,Cyprus,65 years or over,2017,Total,72090
Females,Cyprus,65 years or over,2018,Total,74531
Females,Cyprus,65 years or over,2019,Total,77171
Females,Cyprus,65 years or over,2020,Total,79747
Females,Cyprus,65 years or over,2021,Total,82065
Females,Cyprus,65 years or over,2022,Total,84501
Females,Cyprus,65 years or over,2023,Total,87283
Females,Cyprus,65 years or over,2024,Total,90991
Females,Czechia,65 years or over,2012,Total,1009982
Females,Czechia,65 years or over,2013,Total,1044063
Females,Czechia,65 years or over,2014,Total,1073615
Females,Czechia,65 years or over,2015,Total,1102381
Females,Czechia,65 years or over,2016,Total,1128994
Females,Czechia,65 years or over,2017,Total,1159177
Females,Czechia,65 years or over,2018,Total,1185754
Females,Czechia,65 years or over,2019,Total,1209754
Females,Czechia,65 years or over,2020,Total,1233653
Females,Czechia,65 years or over,2021,Total,1245273
Females,Czechia,65 years or over,2022,Total,1256328
Females,Czechia,65 years or over,2023,Total,1278548
Females,Czechia,65 years or over,2024,Total,1294312
Females,Germany,65 years or over,2012,Total,9530081
Females,Germany,65 years or over,2013,Total,9559811
Females,Germany,65 years or over,2014,Total,9603343
Females,Germany,65 years or over,2015,Total,9704986
Females,Germany,65 years or over,2016,Total,9795137
Females,Germany,65 years or over,2017,Total,9891662
Females,Germany,65 years or over,2018,Total,9983467
Females,Germany,65 years or over,2019,Total,10063384
Females,Germany,65 years or over,2020,Total,10162971
Females,Germany,65 years or over,2021,Total,10249109
Females,Germany,65 years or over,2022,Total,10327561
Females,Germany,65 years or over,2023,Total,10362130
Females,Germany,65 years or over,2024,Total,10468972
Females,Denmark,65 years or over,2012,Total,532881
Females,Denmark,65 years or over,2013,Total,547849
Females,Denmark,65 years or over,2014,Total,560550
Females,Denmark,65 years or over,2015,Total,572311
Females,Denmark,65 years or over,2016,Total,583676
Females,Denmark,65 years or over,2017,Total,593437
Females,Denmark,65 years or over,2018,Total,603600
Females,Denmark,65 years or over,2019,Total,613543
Females,Denmark,65 years or over,2020,Total,623690
Females,Denmark,65 years or over,2021,Total,634055
Females,Denmark,65 years or over,2022,Total,643779
Females,Denmark,65 years or over,2023,Total,653416
Females,Denmark,65 years or over,2024,Total,662976
Females,Estonia,65 years or over,2012,Total,152400
Females,Estonia,65 years or over,2013,Total,158699
Females,Estonia,65 years or over,2014,Total,160758
Females,Estonia,65 years or over,2015,Total,163505
Females,Estonia,65 years or over,2016,Total,165536
Females,Estonia,65 years or over,2017,Total,167928
Females,Estonia,65 years or over,2018,Total,169990
Females,Estonia,65 years or over,2019,Total,171667
Females,Estonia,65 years or over,2020,Total,173968
Females,Estonia,65 years or over,2021,Total,176118
Females,Estonia,65 years or over,2022,Total,176746
Females,Estonia,65 years or over,2023,Total,179197
Females,Estonia,65 years or over,2024,Total,181955
Females,Greece,65 years or over,2012,Total,1216559
Females,Greece,65 years or over,2013,Total,1231768
Females,Greece,65 years or over,2014,Total,1248894
Females,Greece,65 years or over,2016,Total,1277014
Females,Greece,65 years or over,2017,Total,1291050
Females,Greece,65 years or over,2018,Total,1301625
Females,Greece,65 years or over,2019,Total,1314058
Females,Greece,65 years or over,2020,Total,1326489
Females,Greece,65 years or over,2021,Total,1338054
Females,Greece,65 years or over,2022,Total,1321724
Females,Greece,65 years or over,2023,Total,1335775
Females,Greece,65 years or over,2024,Total,1352103
Females,Spain,65 years or over,2012,Total,4652634
Females,Spain,65 years or over,2013,Total,4717212
Females,Spain,65 years or over,2014,Total,4805632
Females,Spain,65 years or over,2015,Total,4880385
Females,Spain,65 years or over,2016,Total,4931332
Females,Spain,65 years or over,2017,Total,4995025
Females,Spain,65 years or over,2018,Total,5063964
Females,Spain,65 years or over,2019,Total,5136347
Females,Spain,65 years or over,2020,Total,5219522
Females,Spain,65 years or over,2021,Total,5272727
Females,Spain,65 years or over,2022,Total,5363901
Females,Spain,65 years or over,2023,Total,5474236
Females,Spain,65 years or over,2024,Total,5601899
Females,Finland,65 years or over,2012,Total,567966
Females,Finland,65 years or over,2013,Total,586424
Females,Finland,65 years or over,2014,Total,604901
Females,Finland,65 years or over,2015,Total,621346
Females,Finland,65 years or over,2016,Total,636448
Females,Finland,65 years or over,2017,Total,649305
Females,Finland,65 years or over,2018,Total,663633
Females,Finland,65 years or over,2019,Total,676065
Females,Finland,65 years or over,2020,Total,689594
Females,Finland,65 years or over,2021,Total,701714
Females,Finland,65 years or over,2022,Total,713239
Females,Finland,65 years or over,2023,Total,720718
Females,Finland,65 years or over,2024,Total,728398
Females,France,65 years or over,2012,Total,6512078
Females,France,65 years or over,2013,Total,6676379
Females,France,65 years or over,2015,Total,3264287
Females,France,65 years or over,2016,Total,3425811
Females,France,65 years or over,2017,Total,3575512
Females,France,65 years or over,2018,Total,3712262
Females,France,65 years or over,2019,Total,7669173
Females,France,65 years or over,2020,Total,7817350
Females,France,65 years or over,2021,Total,7937546
Females,France,65 years or over,2022,Total,8061424
Females,France,65 years or over,2023,Total,8172195
Females,France,65 years or over,2024,Total,8299315
Females,Croatia,65 years or over,2013,Total,468662
Females,Croatia,65 years or over,2014,Total,472627
Females,Croatia,65 years or over,2015,Total,477857
Females,Croatia,65 years or over,2016,Total,481082
Females,Croatia,65 years or over,2017,Total,484232
Females,Croatia,65 years or over,2018,Total,488309
Females,Croatia,65 years or over,2019,Total,493841
Females,Croatia,65 years or over,2020,Total,499938
Females,Croatia,65 years or over,2021,Total,504397
Females,Croatia,65 years or over,2022,Total,507213
Females,Croatia,65 years or over,2023,Total,510446
Females,Croatia,65 years or over,2024,Total,517297
Females,Hungary,65 years or over,2012,Total,1057961
Females,Hungary,65 years or over,2013,Total,1068581
Females,Hungary,65 years or over,2014,Total,1081883
Females,Hungary,65 years or over,2015,Total,1096441
Females,Hungary,65 years or over,2016,Total,1110277
Females,Hungary,65 years or over,2017,Total,1126892
Females,Hungary,65 years or over,2018,Total,1137991
Females,Hungary,65 years or over,2019,Total,1157206
Females,Hungary,65 years or over,2020,Total,1183595
Females,Hungary,65 years or over,2021,Total,1202525
Females,Hungary,65 years or over,2022,Total,1211312
Females,Hungary,65 years or over,2023,Total,1212053
Females,Hungary,65 years or over,2024,Total,1218268
Females,Ireland,65 years or over,2012,Total,296291
Females,Ireland,65 years or over,2013,Total,305075
Females,Ireland,65 years or over,2014,Total,314469
Females,Ireland,65 years or over,2015,Total,324702
Females,Ireland,65 years or over,2016,Total,334178
Females,Ireland,65 years or over,2017,Total,345263
Females,Ireland,65 years or over,2018,Total,356914
Females,Ireland,65 years or over,2019,Total,369247
Females,Ireland,65 years or over,2020,Total,382484
Females,Ireland,65 years or over,2021,Total,393928
Females,Ireland,65 years or over,2022,Total,409000
Females,Ireland,65 years or over,2023,Total,423109
Females,Ireland,65 years or over,2024,Total,437277
Females,Iceland,65 years or over,2012,Total,21661
Females,Iceland,65 years or over,2013,Total,22223
Females,Iceland,65 years or over,2014,Total,22919
Females,Iceland,65 years or over,2015,Total,23619
Females,Iceland,65 years or over,2016,Total,24261
Females,Iceland,65 years or over,2017,Total,24980
Females,Iceland,65 years or over,2018,Total,25659
Females,Iceland,65 years or over,2019,Total,26489
Females,Iceland,65 years or over,2020,Total,27323
Females,Iceland,65 years or over,2021,Total,28263
Females,Iceland,65 years or over,2022,Total,29231
Females,Iceland,65 years or over,2023,Total,30138
Females,Iceland,65 years or over,2024,Total,30949
Females,Italy,65 years or over,2012,Total,7201232
Females,Italy,65 years or over,2013,Total,7306342
Females,Italy,65 years or over,2014,Total,7422417
Females,Italy,65 years or over,2015,Total,7519040
Females,Italy,65 years or over,2016,Total,7577749
Females,Italy,65 years or over,2017,Total,7641755
Females,Italy,65 years or over,2018,Total,7683822
Females,Italy,65 years or over,2019,Total,7738144
Females,Italy,65 years or over,2020,Total,7814612
Females,Italy,65 years or over,2021,Total,7848397
Females,Italy,65 years or over,2022,Total,7888179
Females,Italy,65 years or over,2023,Total,7945324
Females,Italy,65 years or over,2024,Total,8024112
Females,Liechtenstein,65 years or over,2012,Total,2908
Females,Liechtenstein,65 years or over,2013,Total,3031
Females,Liechtenstein,65 years or over,2014,Total,3161
Females,Liechtenstein,65 years or over,2015,Total,3241
Females,Liechtenstein,65 years or over,2016,Total,3342
Females,Liechtenstein,65 years or over,2017,Total,3448
Females,Liechtenstein,65 years or over,2018,Total,3599
Females,Liechtenstein,65 years or over,2019,Total,3692
Females,Liechtenstein,65 years or over,2020,Total,3806
Females,Liechtenstein,65 years or over,2021,Total,3904
Females,Liechtenstein,65 years or over,2022,Total,4038
Females,Liechtenstein,65 years or over,2023,Total,4162
Females,Liechtenstein,65 years or over,2024,Total,4341
Females,Lithuania,65 years or over,2012,Total,360044
Females,Lithuania,65 years or over,2013,Total,359566
Females,Lithuania,65 years or over,2014,Total,359901
Females,Lithuania,65 years or over,2015,Total,362478
Females,Lithuania,65 years or over,2016,Total,363078
Females,Lithuania,65 years or over,2017,Total,363962
Females,Lithuania,65 years or over,2018,Total,364580
Females,Lithuania,65 years or over,2019,Total,364537
Females,Lithuania,65 years or over,2020,Total,366361
Females,Lithuania,65 years or over,2021,Total,365118
Females,Lithuania,65 years or over,2022,Total,364910
Females,Lithuania,65 years or over,2023,Total,370875
Females,Lithuania,65 years or over,2024,Total,379200
Females,Latvia,65 years or over,2012,Total,257050
Females,Latvia,65 years or over,2013,Total,256859
Females,Latvia,65 years or over,2014,Total,257534
Females,Latvia,65 years or over,2015,Total,259686
Females,Latvia,65 years or over,2016,Total,260116
Females,Latvia,65 years or over,2017,Total,260646
Females,Latvia,65 years or over,2018,Total,260988
Females,Latvia,65 years or over,2019,Total,260615
Females,Latvia,65 years or over,2020,Total,261731
Females,Latvia,65 years or over,2021,Total,262593
Females,Latvia,65 years or over,2022,Total,260790
Females,Latvia,65 years or over,2023,Total,262104
Females,Latvia,65 years or over,2024,Total,263840
Females,Malta,65 years or over,2013,Total,40413
Females,Malta,65 years or over,2014,Total,42144
Females,Malta,65 years or over,2015,Total,43782
Females,Malta,65 years or over,2016,Total,45313
Females,Malta,65 years or over,2017,Total,46762
Females,Malta,65 years or over,2018,Total,48033
Females,Malta,65 years or over,2019,Total,49158
Females,Malta,65 years or over,2020,Total,50428
Females,Malta,65 years or over,2021,Total,51399
Females,Malta,65 years or over,2022,Total,52609
Females,Malta,65 years or over,2023,Total,54055
Females,Malta,65 years or over,2024,Total,55356
Females,Netherlands,65 years or over,2012,Total,1510522
Females,Netherlands,65 years or over,2013,Total,1560809
Females,Netherlands,65 years or over,2014,Total,1604144
Females,Netherlands,65 years or over,2015,Total,1644606
Females,Netherlands,65 years or over,2016,Total,1679637
Females,Netherlands,65 years or over,2017,Total,1713185
Females,Netherlands,65 years or over,2018,Total,1749380
Females,Netherlands,65 years or over,2019,Total,1783694
Females,Netherlands,65 years or over,2020,Total,1820601
Females,Netherlands,65 years or over,2021,Total,1852466
Females,Netherlands,65 years or over,2022,Total,1885643
Females,Netherlands,65 years or over,2023,Total,1922644
Females,Netherlands,65 years or over,2024,Total,1959253
Females,Norway,65 years or over,2012,Total,427659
