iccs,geo,TIME_PERIOD,OBS_VALUE
Corruption,Bulgaria,2019,8.36
Corruption,Bulgaria,2020,6.99
Corruption,Bulgaria,2021,8.17
Corruption,Bulgaria,2022,7.81
Corruption,Switzerland,2016,45.02
Corruption,Switzerland,2017,40.25
Corruption,Switzerland,2018,0.22
Corruption,Switzerland,2019,0.16
Corruption,Switzerland,2020,0.24
Corruption,Switzerland,2021,0.69
Corruption,Switzerland,2022,0.65
Corruption,Cyprus,2016,4.83
Corruption,Cyprus,2017,3.63
Corruption,Cyprus,2018,1.97
Corruption,Cyprus,2019,1.71
Corruption,Cyprus,2020,1.46
Corruption,Cyprus,2021,1.34
Corruption,Cyprus,2022,2.65
Corruption,Czechia,2016,28.04
Corruption,Czechia,2017,25.74
Corruption,Czechia,2018,24.47
Corruption,Czechia,2019,21.96
Corruption,Czechia,2020,15.79
Corruption,Czechia,2021,13.3
Corruption,Czechia,2022,15.31
Corruption,Germany,2016,7.91
Corruption,Germany,2017,4.67
Corruption,Germany,2018,4.8
Corruption,Germany,2019,5.0
Corruption,Germany,2020,5.01
Corruption,Germany,2021,6.15
Corruption,Germany,2022,5.92
Corruption,Denmark,2016,91.92
Corruption,Denmark,2017,64.66
Corruption,Denmark,2018,83.6
Corruption,Denmark,2019,87.15
Corruption,Denmark,2020,66.51
Corruption,Denmark,2021,81.8
Corruption,Denmark,2022,59.27
Corruption,Estonia,2017,22.12
Corruption,Estonia,2018,28.5
Corruption,Estonia,2019,5.43
Corruption,Estonia,2020,6.09
Corruption,Estonia,2021,6.54
Corruption,Estonia,2022,12.39
Corruption,Greece,2017,8.38
Corruption,Greece,2018,6.13
Corruption,Greece,2019,5.73
Corruption,Greece,2020,5.66
Corruption,Greece,2021,7.09
Corruption,Greece,2022,6.23
Corruption,Spain,2016,2.46
Corruption,Spain,2017,2.42
Corruption,Spain,2018,2.09
Corruption,Spain,2019,1.88
Corruption,Spain,2020,1.61
Corruption,Spain,2021,2.18
Corruption,Spain,2022,2.94
Corruption,Finland,2016,66.83
Corruption,Finland,2017,64.78
Corruption,Finland,2018,69.76
Corruption,Finland,2019,71.77
Corruption,Finland,2020,73.14
Corruption,Finland,2021,66.86
Corruption,Finland,2022,66.18
Corruption,France,2016,3.01
Corruption,France,2017,2.94
Corruption,France,2018,3.52
Corruption,France,2019,3.57
Corruption,France,2020,3.4
Corruption,France,2021,4.04
Corruption,France,2022,3.69
Corruption,Croatia,2016,21.6
Corruption,Croatia,2017,18.32
Corruption,Croatia,2018,12.54
Corruption,Croatia,2019,19.26
Corruption,Croatia,2020,13.26
Corruption,Croatia,2021,22.59
Corruption,Croatia,2022,30.73
Corruption,Hungary,2016,11.85
Corruption,Hungary,2017,13.07
Corruption,Hungary,2018,22.89
Corruption,Hungary,2019,18.48
Corruption,Hungary,2020,24.33
Corruption,Hungary,2021,66.96
Corruption,Hungary,2022,11.47
Corruption,Ireland,2017,0.08
Corruption,Ireland,2018,0.12
Corruption,Ireland,2019,0.1
Corruption,Ireland,2020,0.14
Corruption,Ireland,2021,0.16
Corruption,Ireland,2022,0.08
Corruption,Italy,2016,35.12
Corruption,Italy,2017,5.9
Corruption,Italy,2018,5.57
Corruption,Italy,2019,5.8
Corruption,Italy,2020,6.32
Corruption,Italy,2021,6.49
Corruption,Italy,2022,6.22
Corruption,Liechtenstein,2016,10.63
Corruption,Liechtenstein,2017,15.87
Corruption,Liechtenstein,2018,36.73
Corruption,Liechtenstein,2019,28.66
Corruption,Liechtenstein,2020,25.81
Corruption,Liechtenstein,2021,35.85
Corruption,Liechtenstein,2022,27.98
Corruption,Lithuania,2016,26.35
Corruption,Lithuania,2017,26.3
Corruption,Lithuania,2018,19.76
Corruption,Lithuania,2019,17.72
Corruption,Lithuania,2020,19.72
Corruption,Lithuania,2021,22.32
Corruption,Lithuania,2022,18.71
Corruption,Luxembourg,2016,0.87
Corruption,Luxembourg,2017,0.17
Corruption,Luxembourg,2018,0.5
Corruption,Luxembourg,2019,0.16
Corruption,Luxembourg,2020,0.8
Corruption,Luxembourg,2021,0.63
Corruption,Luxembourg,2022,0.0
Corruption,Latvia,2016,14.58
Corruption,Latvia,2017,9.49
Corruption,Latvia,2018,12.51
Corruption,Latvia,2019,18.44
Corruption,Latvia,2020,9.54
Corruption,Latvia,2021,10.83
Corruption,Latvia,2022,10.4
Corruption,Montenegro,2016,12.86
Corruption,Montenegro,2017,12.21
Corruption,Montenegro,2018,38.88
Corruption,Montenegro,2019,27.64
Corruption,Montenegro,2020,24.76
Corruption,Montenegro,2021,28.68
Corruption,Montenegro,2022,54.4
Corruption,North Macedonia,2019,0.34
Corruption,North Macedonia,2020,0.29
Corruption,North Macedonia,2021,0.34
Corruption,North Macedonia,2022,0.87
Corruption,Malta,2016,1.11
Corruption,Malta,2017,0.65
Corruption,Malta,2018,1.68
Corruption,Malta,2019,0.81
Corruption,Malta,2020,3.11
Corruption,Malta,2021,5.04
Corruption,Malta,2022,4.41
Corruption,Netherlands,2016,40.67
Corruption,Netherlands,2017,39.46
Corruption,Netherlands,2018,38.59
Corruption,Netherlands,2019,38.22
Corruption,Netherlands,2020,33.84
Corruption,Netherlands,2021,30.24
Corruption,Netherlands,2022,30.78
Corruption,Norway,2016,0.88
Corruption,Norway,2017,1.56
Corruption,Norway,2018,0.68
Corruption,Norway,2019,0.88
Corruption,Norway,2020,0.75
Corruption,Norway,2021,0.57
Corruption,Norway,2022,0.76
Corruption,Poland,2016,18.68
Corruption,Poland,2017,19.53
Corruption,Poland,2018,26.43
Corruption,Poland,2019,16.44
Corruption,Poland,2020,19.77
Corruption,Poland,2021,16.14
Corruption,Poland,2022,14.27
Corruption,Portugal,2016,1.47
Corruption,Portugal,2017,1.71
Corruption,Portugal,2018,1.61
Corruption,Portugal,2019,1.65
Corruption,Portugal,2020,1.5
Corruption,Portugal,2021,2.06
Corruption,Portugal,2022,1.69
Corruption,Romania,2016,7.09
Corruption,Romania,2017,27.67
Corruption,Romania,2018,22.42
Corruption,Romania,2019,21.07
Corruption,Romania,2020,17.66
Corruption,Romania,2021,20.92
Corruption,Romania,2022,20.66
Corruption,Serbia,2016,19.05
Corruption,Serbia,2017,21.31
Corruption,Serbia,2018,16.84
Corruption,Serbia,2019,15.12
Corruption,Serbia,2020,10.77
Corruption,Serbia,2021,17.04
Corruption,Serbia,2022,14.46
Corruption,Sweden,2016,213.55
Corruption,Sweden,2017,211.05
Corruption,Sweden,2018,207.81
Corruption,Sweden,2019,201.53
Corruption,Sweden,2020,191.63
Corruption,Sweden,2021,205.03
Corruption,Sweden,2022,186.47
Corruption,Slovenia,2016,56.15
Corruption,Slovenia,2017,47.0
Corruption,Slovenia,2018,10.31
Corruption,Slovenia,2019,10.52
Corruption,Slovenia,2020,14.89
Corruption,Slovenia,2021,11.76
Corruption,Slovenia,2022,29.57
Corruption,Slovakia,2016,1.94
Corruption,Slovakia,2017,3.07
Corruption,Slovakia,2018,2.77
Corruption,Slovakia,2019,2.5
Corruption,Slovakia,2020,2.4
Corruption,Slovakia,2021,3.41
Corruption,Slovakia,2022,2.52
Corruption,Türkiye,2016,6.3
Corruption,Kosovo*,2016,14.68
Bribery,Albania,2016,8.9
Bribery,Albania,2017,10.32
Bribery,Albania,2018,9.55
Bribery,Albania,2019,10.66
Bribery,Albania,2020,5.66
Bribery,Albania,2021,9.29
Bribery,Albania,2022,17.68
Bribery,Austria,2016,0.23
Bribery,Austria,2017,0.34
Bribery,Austria,2018,0.27
Bribery,Austria,2019,0.43
Bribery,Austria,2020,0.42
Bribery,Austria,2021,0.64
Bribery,Austria,2022,1.65
Bribery,Belgium,2016,0.85
Bribery,Belgium,2017,0.88
Bribery,Belgium,2018,0.85
Bribery,Belgium,2019,0.87
Bribery,Belgium,2020,0.63
Bribery,Belgium,2021,0.78
Bribery,Belgium,2022,0.59
Bribery,Bulgaria,2016,1.85
Bribery,Bulgaria,2017,1.96
Bribery,Bulgaria,2018,2.37
Bribery,Bulgaria,2019,1.86
Bribery,Bulgaria,2020,1.7
Bribery,Bulgaria,2021,1.46
Bribery,Bulgaria,2022,1.54
Bribery,Switzerland,2016,0.24
Bribery,Switzerland,2017,0.3
Bribery,Switzerland,2018,0.21
Bribery,Switzerland,2019,0.15
Bribery,Switzerland,2020,0.23
Bribery,Switzerland,2021,0.69
Bribery,Switzerland,2022,0.65
Bribery,Cyprus,2016,4.48
Bribery,Cyprus,2017,3.51
Bribery,Cyprus,2018,1.85
Bribery,Cyprus,2019,1.6
Bribery,Cyprus,2020,1.24
Bribery,Cyprus,2021,1.34
Bribery,Cyprus,2022,2.54
Bribery,Czechia,2016,0.93
Bribery,Czechia,2017,0.87
Bribery,Czechia,2018,2.65
Bribery,Czechia,2019,1.15
Bribery,Czechia,2020,1.08
Bribery,Czechia,2021,0.89
Bribery,Czechia,2022,1.71
Bribery,Germany,2016,7.91
Bribery,Germany,2017,4.67
Bribery,Germany,2018,4.8
Bribery,Germany,2019,5.0
Bribery,Germany,2020,5.01
Bribery,Germany,2021,6.15
Bribery,Germany,2022,5.92
Bribery,Denmark,2016,0.93
Bribery,Denmark,2017,0.47
Bribery,Denmark,2018,5.45
Bribery,Denmark,2019,0.79
Bribery,Denmark,2020,0.22
Bribery,Denmark,2021,0.91
Bribery,Denmark,2022,0.17
Bribery,Estonia,2017,12.54
Bribery,Estonia,2018,13.42
Bribery,Estonia,2019,2.79
Bribery,Estonia,2020,3.01
Bribery,Estonia,2021,3.08
Bribery,Estonia,2022,8.11
Bribery,Greece,2017,1.11
Bribery,Greece,2018,2.15
Bribery,Greece,2019,1.77
Bribery,Greece,2020,0.6
Bribery,Greece,2021,2.37
Bribery,Greece,2022,1.25
Bribery,Spain,2016,0.16
Bribery,Spain,2017,0.15
Bribery,Spain,2018,0.17
Bribery,Spain,2019,0.12
Bribery,Spain,2020,0.1
Bribery,Spain,2021,0.29
Bribery,Spain,2022,0.37
Bribery,Finland,2016,0.46
Bribery,Finland,2017,0.31
Bribery,Finland,2018,0.49
Bribery,Finland,2019,0.24
Bribery,Finland,2020,4.83
Bribery,Finland,2021,0.42
Bribery,Finland,2022,0.4
Bribery,France,2016,0.29
Bribery,France,2017,0.31
Bribery,France,2018,0.34
Bribery,France,2019,0.34
Bribery,France,2020,0.3
Bribery,France,2021,0.39
Bribery,France,2022,0.35
Bribery,Croatia,2016,5.3
Bribery,Croatia,2017,4.65
Bribery,Croatia,2018,1.1
Bribery,Croatia,2019,0.96
Bribery,Croatia,2020,1.5
Bribery,Croatia,2021,2.55
Bribery,Croatia,2022,8.85
Bribery,Hungary,2016,9.85
Bribery,Hungary,2017,10.26
Bribery,Hungary,2018,19.13
Bribery,Hungary,2019,3.96
Bribery,Hungary,2020,20.73
Bribery,Hungary,2021,63.18
Bribery,Hungary,2022,8.44
Bribery,Italy,2016,0.87
Bribery,Italy,2017,0.88
Bribery,Italy,2018,0.67
Bribery,Italy,2019,0.77
Bribery,Italy,2020,0.69
Bribery,Italy,2021,0.58
Bribery,Italy,2022,0.6
Bribery,Liechtenstein,2016,0.0
Bribery,Lithuania,2016,2.15
Bribery,Lithuania,2017,3.02
Bribery,Lithuania,2018,1.35
Bribery,Lithuania,2019,2.72
Bribery,Lithuania,2020,11.2
Bribery,Lithuania,2021,12.52
Bribery,Lithuania,2022,12.01
Bribery,Luxembourg,2016,0.87
Bribery,Luxembourg,2017,0.17
Bribery,Luxembourg,2018,0.5
Bribery,Luxembourg,2019,0.16
Bribery,Luxembourg,2020,0.8
Bribery,Luxembourg,2021,0.63
Bribery,Luxembourg,2022,0.0
Bribery,Latvia,2016,11.78
Bribery,Latvia,2017,6.41
Bribery,Latvia,2018,7.6
Bribery,Latvia,2019,5.36
Bribery,Latvia,2020,6.34
Bribery,Latvia,2021,7.76
Bribery,Latvia,2022,8.0
Bribery,Montenegro,2016,3.21
Bribery,Montenegro,2017,0.64
Bribery,Montenegro,2018,0.64
Bribery,Montenegro,2019,0.16
Bribery,Montenegro,2020,0.96
Bribery,Montenegro,2021,1.29
Bribery,Montenegro,2022,1.94
Bribery,North Macedonia,2019,0.34
Bribery,North Macedonia,2020,0.29
Bribery,North Macedonia,2021,0.34
Bribery,North Macedonia,2022,0.87
Bribery,Malta,2016,0.22
Bribery,Malta,2017,0.22
Bribery,Malta,2018,0.42
Bribery,Malta,2019,0.2
Bribery,Malta,2020,0.19
Bribery,Malta,2021,1.16
Bribery,Malta,2022,0.96
Bribery,Poland,2016,16.24
Bribery,Poland,2017,13.2
Bribery,Poland,2018,23.67
Bribery,Poland,2019,10.76
Bribery,Poland,2020,13.34
Bribery,Poland,2021,13.1
Bribery,Poland,2022,8.16
Bribery,Portugal,2016,0.67
Bribery,Portugal,2017,0.81
Bribery,Portugal,2018,0.69
Bribery,Portugal,2019,0.68
Bribery,Portugal,2020,0.6
Bribery,Portugal,2021,0.97
Bribery,Portugal,2022,0.54
Bribery,Romania,2016,5.94
Bribery,Romania,2017,4.35
Bribery,Romania,2018,3.37
Bribery,Romania,2019,3.33
Bribery,Romania,2020,3.51
Bribery,Romania,2021,3.97
Bribery,Romania,2022,2.25
Bribery,Serbia,2016,2.08
Bribery,Serbia,2017,2.09
Bribery,Serbia,2018,4.21
Bribery,Serbia,2019,3.14
Bribery,Serbia,2020,2.6
Bribery,Serbia,2021,2.84
Bribery,Serbia,2022,2.13
Bribery,Sweden,2016,2.55
Bribery,Sweden,2017,2.87
Bribery,Sweden,2018,4.36
Bribery,Sweden,2019,1.57
Bribery,Sweden,2020,1.47
Bribery,Sweden,2021,3.85
Bribery,Sweden,2022,1.66
Bribery,Slovenia,2016,9.64
Bribery,Slovenia,2017,3.87
Bribery,Slovenia,2018,5.23
Bribery,Slovenia,2019,8.89
Bribery,Slovenia,2020,14.22
Bribery,Slovenia,2021,8.87
Bribery,Slovenia,2022,9.06
Bribery,Slovakia,2016,1.31
Bribery,Slovakia,2017,2.35
Bribery,Slovakia,2018,1.23
Bribery,Slovakia,2019,1.14
Bribery,Slovakia,2020,1.21
Bribery,Slovakia,2021,1.76
Bribery,Slovakia,2022,1.25
Bribery,Türkiye,2016,2.18
Bribery,Kosovo*,2016,2.71
Bribery,Kosovo*,2017,2.47
Bribery,Kosovo*,2018,2.17
Bribery,Kosovo*,2019,1.11
Bribery,Kosovo*,2020,2.24
Money laundering,Albania,2016,12.69
Money laundering,Albania,2017,13.18
Money laundering,Albania,2018,12.23
Money laundering,Albania,2019,14.01
Money laundering,Albania,2020,14.65
Money laundering,Albania,2021,13.85
Money laundering,Albania,2022,17.0
Money laundering,Austria,2016,6.46
Money laundering,Austria,2017,7.09
Money laundering,Austria,2018,7.55
Money laundering,Austria,2019,4.85
Money laundering,Austria,2020,5.92
Money laundering,Austria,2021,8.31
Money laundering,Austria,2022,8.41
Money laundering,Belgium,2016,7.8
Money laundering,Belgium,2017,7.97
Money laundering,Belgium,2018,11.88
Money laundering,Belgium,2019,20.73
Money laundering,Belgium,2020,52.88
Money laundering,Belgium,2021,55.54
Money laundering,Belgium,2022,35.2
Money laundering,Bulgaria,2016,0.43
Money laundering,Bulgaria,2017,0.63
Money laundering,Bulgaria,2018,0.54
Money laundering,Bulgaria,2019,0.44
Money laundering,Bulgaria,2020,0.69
Money laundering,Bulgaria,2021,0.64
Money laundering,Bulgaria,2022,0.6
Money laundering,Switzerland,2016,7.96
Money laundering,Switzerland,2017,9.58
Money laundering,Switzerland,2018,14.44
Money laundering,Switzerland,2019,20.74
Money laundering,Switzerland,2020,35.67
Money laundering,Switzerland,2021,41.52
Money laundering,Switzerland,2022,42.92
Money laundering,Czechia,2016,11.18
Money laundering,Czechia,2017,8.82
Money laundering,Czechia,2018,7.35
Money laundering,Czechia,2019,5.88
Money laundering,Czechia,2020,5.2
Money laundering,Czechia,2021,5.37
Money laundering,Czechia,2022,6.57
Money laundering,Germany,2016,14.04
Money laundering,Germany,2017,12.14
Money laundering,Germany,2018,10.45
Money laundering,Germany,2019,11.76
Money laundering,Germany,2020,10.75
Money laundering,Germany,2021,17.78
Money laundering,Germany,2022,27.17
Money laundering,Denmark,2016,0.07
Money laundering,Denmark,2017,1.97
Money laundering,Denmark,2018,1.82
Money laundering,Denmark,2019,4.44
Money laundering,Denmark,2020,20.33
Money laundering,Denmark,2021,43.78
Money laundering,Denmark,2022,100.5
Money laundering,Estonia,2016,5.17
Money laundering,Estonia,2017,3.12
Money laundering,Estonia,2018,7.66
Money laundering,Estonia,2019,14.34
Money laundering,Estonia,2020,1.58
Money laundering,Estonia,2021,1.35
Money laundering,Estonia,2022,1.5
Money laundering,Greece,2016,0.24
Money laundering,Greece,2017,0.27
Money laundering,Greece,2018,0.24
Money laundering,Greece,2019,0.34
Money laundering,Greece,2020,0.35
Money laundering,Greece,2021,0.75
Money laundering,Greece,2022,1.18
Money laundering,Spain,2016,0.56
Money laundering,Spain,2017,0.56
Money laundering,Spain,2018,0.58
Money laundering,Spain,2019,0.63
Money laundering,Spain,2020,0.65
Money laundering,Spain,2021,0.72
Money laundering,Spain,2022,0.87
Money laundering,Finland,2016,6.74
Money laundering,Finland,2017,8.59
Money laundering,Finland,2018,7.73
Money laundering,Finland,2019,8.19
Money laundering,Finland,2020,10.75
Money laundering,Finland,2021,12.65
Money laundering,Finland,2022,16.69
Money laundering,France,2016,1.67
Money laundering,France,2017,1.83
Money laundering,France,2018,2.27
Money laundering,France,2019,2.55
Money laundering,France,2020,3.12
Money laundering,France,2021,4.01
Money laundering,France,2022,4.26
Money laundering,Croatia,2016,1.38
Money laundering,Croatia,2017,0.14
Money laundering,Croatia,2018,0.63
Money laundering,Croatia,2019,1.01
Money laundering,Croatia,2020,0.52
Money laundering,Croatia,2021,1.29
Money laundering,Croatia,2022,2.05
Money laundering,Hungary,2016,0.52
Money laundering,Hungary,2017,0.89
Money laundering,Hungary,2018,2.46
Money laundering,Hungary,2019,1.92
Money laundering,Hungary,2020,3.08
Money laundering,Hungary,2021,3.61
Money laundering,Hungary,2022,5.5
Money laundering,Ireland,2019,5.18
Money laundering,Ireland,2020,12.57
Money laundering,Ireland,2021,16.64
Money laundering,Ireland,2022,10.77
Money laundering,Iceland,2018,29.85
Money laundering,Iceland,2019,68.63
Money laundering,Iceland,2020,79.09
Money laundering,Iceland,2021,69.96
Money laundering,Iceland,2022,41.46
Money laundering,Italy,2016,2.98
Money laundering,Italy,2017,3.2
Money laundering,Italy,2018,3.24
Money laundering,Italy,2019,3.71
Money laundering,Italy,2020,3.52
Money laundering,Italy,2021,2.85
Money laundering,Italy,2022,2.64
