unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE
Thousand persons,Total,From 15 to 64 years,No response,Netherlands,2020,92.8
Thousand persons,Total,From 15 to 64 years,No response,Netherlands,2021,11.7
Thousand persons,Total,From 15 to 64 years,No response,Netherlands,2022,11.5
Thousand persons,Total,From 15 to 64 years,No response,Netherlands,2023,10.6
Thousand persons,Total,From 15 to 64 years,No response,Norway,2014,2.5
Thousand persons,Total,From 15 to 64 years,No response,Norway,2015,1.7
Thousand persons,Total,From 15 to 64 years,No response,Norway,2016,1.5
Thousand persons,Total,From 15 to 64 years,No response,Norway,2017,
Thousand persons,Total,From 15 to 64 years,No response,Norway,2018,
Thousand persons,Total,From 15 to 64 years,No response,Norway,2019,
Thousand persons,Total,From 15 to 64 years,No response,Norway,2020,
Thousand persons,Total,From 15 to 64 years,No response,Serbia,2014,
Thousand persons,Total,From 15 to 64 years,No response,Serbia,2023,7.2
Thousand persons,Total,From 15 to 64 years,No response,Sweden,2014,2.7
Thousand persons,Total,From 15 to 64 years,No response,Sweden,2015,4.4
Thousand persons,Total,From 15 to 64 years,No response,Sweden,2016,5.3
Thousand persons,Total,From 15 to 64 years,No response,Sweden,2017,6.1
Thousand persons,Total,From 15 to 64 years,No response,Sweden,2018,7.9
Thousand persons,Total,From 15 to 64 years,No response,Sweden,2019,7.9
Thousand persons,Total,From 15 to 64 years,No response,Sweden,2020,10.6
Thousand persons,Total,From 15 to 64 years,No response,Slovenia,2021,
Thousand persons,Total,From 15 to 64 years,No response,Slovenia,2022,1.3
Thousand persons,Total,From 15 to 64 years,No response,Türkiye,2014,25257.3
Thousand persons,Total,From 15 to 64 years,No response,Türkiye,2015,25885.5
Thousand persons,Total,From 15 to 64 years,No response,Türkiye,2016,26471.8
Thousand persons,Total,From 15 to 64 years,No response,Türkiye,2017,27393.0
Thousand persons,Total,From 15 to 64 years,No response,Türkiye,2018,27881.8
Thousand persons,Total,From 15 to 64 years,No response,Türkiye,2019,27229.9
Thousand persons,Total,From 15 to 64 years,No response,Türkiye,2020,26052.9
Thousand persons,Total,From 15 to 64 years,No response,Türkiye,2021,27928.4
Thousand persons,Total,From 15 to 64 years,No response,Türkiye,2022,29755.2
Thousand persons,Total,From 15 to 64 years,No response,Türkiye,2023,30598.3
Thousand persons,Total,From 15 to 64 years,No response,United Kingdom,2014,
Thousand persons,Total,From 15 to 64 years,No response,United Kingdom,2015,
Thousand persons,Total,From 15 to 64 years,No response,United Kingdom,2016,
Thousand persons,Total,From 15 to 64 years,No response,United Kingdom,2017,
Thousand persons,Total,From 15 to 64 years,No response,United Kingdom,2018,
Thousand persons,Total,From 15 to 64 years,Stateless,Austria,2014,
Thousand persons,Total,From 15 to 64 years,Stateless,Austria,2015,
Thousand persons,Total,From 15 to 64 years,Stateless,Austria,2016,
Thousand persons,Total,From 15 to 64 years,Stateless,Austria,2017,3.2
Thousand persons,Total,From 15 to 64 years,Stateless,Austria,2018,3.7
Thousand persons,Total,From 15 to 64 years,Stateless,Austria,2019,3.7
Thousand persons,Total,From 15 to 64 years,Stateless,Austria,2020,3.1
Thousand persons,Total,From 15 to 64 years,Stateless,Austria,2021,3.8
Thousand persons,Total,From 15 to 64 years,Stateless,Austria,2022,
Thousand persons,Total,From 15 to 64 years,Stateless,Austria,2023,3.4
Thousand persons,Total,From 15 to 64 years,Stateless,Bosnia and Herzegovina,2021,
Thousand persons,Total,From 15 to 64 years,Stateless,Belgium,2014,4.6
Thousand persons,Total,From 15 to 64 years,Stateless,Belgium,2015,4.9
Thousand persons,Total,From 15 to 64 years,Stateless,Belgium,2016,7.3
Thousand persons,Total,From 15 to 64 years,Stateless,Belgium,2017,2.3
Thousand persons,Total,From 15 to 64 years,Stateless,Belgium,2018,
Thousand persons,Total,From 15 to 64 years,Stateless,Belgium,2019,
Thousand persons,Total,From 15 to 64 years,Stateless,Belgium,2020,
Thousand persons,Total,From 15 to 64 years,Stateless,Belgium,2021,
Thousand persons,Total,From 15 to 64 years,Stateless,Belgium,2022,
Thousand persons,Total,From 15 to 64 years,Stateless,Belgium,2023,
Thousand persons,Total,From 15 to 64 years,Stateless,Switzerland,2014,
Thousand persons,Total,From 15 to 64 years,Stateless,Switzerland,2015,
Thousand persons,Total,From 15 to 64 years,Stateless,Czechia,2014,1.0
Thousand persons,Total,From 15 to 64 years,Stateless,Czechia,2015,0.6
Thousand persons,Total,From 15 to 64 years,Stateless,Czechia,2016,0.8
Thousand persons,Total,From 15 to 64 years,Stateless,Czechia,2017,2.0
Thousand persons,Total,From 15 to 64 years,Stateless,Czechia,2018,1.9
Thousand persons,Total,From 15 to 64 years,Stateless,Czechia,2019,0.9
Thousand persons,Total,From 15 to 64 years,Stateless,Czechia,2020,
Thousand persons,Total,From 15 to 64 years,Stateless,Germany,2014,8.0
Thousand persons,Total,From 15 to 64 years,Stateless,Germany,2015,
Thousand persons,Total,From 15 to 64 years,Stateless,Germany,2016,7.7
Thousand persons,Total,From 15 to 64 years,Stateless,Germany,2017,10.3
Thousand persons,Total,From 15 to 64 years,Stateless,Germany,2018,8.4
Thousand persons,Total,From 15 to 64 years,Stateless,Germany,2019,11.1
Thousand persons,Total,From 15 to 64 years,Stateless,Germany,2020,26.0
Thousand persons,Total,From 15 to 64 years,Stateless,Germany,2021,25.3
Thousand persons,Total,From 15 to 64 years,Stateless,Germany,2022,25.3
Thousand persons,Total,From 15 to 64 years,Stateless,Germany,2023,28.6
Thousand persons,Total,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2014,27.6
Thousand persons,Total,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2015,22.3
Thousand persons,Total,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2016,33.2
Thousand persons,Total,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2017,17.8
Thousand persons,Total,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2018,16.3
Thousand persons,Total,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2019,17.9
Thousand persons,Total,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2020,33.7
Thousand persons,Total,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2021,32.3
Thousand persons,Total,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2022,30.8
Thousand persons,Total,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2023,41.9
Thousand persons,Total,From 15 to 64 years,Stateless,Spain,2014,
Thousand persons,Total,From 15 to 64 years,Stateless,Spain,2015,
Thousand persons,Total,From 15 to 64 years,Stateless,Spain,2019,
Thousand persons,Total,From 15 to 64 years,Stateless,Spain,2020,1.7
Thousand persons,Total,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2014,32.6
Thousand persons,Total,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2015,22.9
Thousand persons,Total,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2016,34.1
Thousand persons,Total,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2017,20.0
Thousand persons,Total,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2018,18.7
Thousand persons,Total,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2019,19.1
Thousand persons,Total,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2020,34.1
Thousand persons,Total,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2021,37.7
Thousand persons,Total,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2022,35.3
Thousand persons,Total,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2023,46.0
Thousand persons,Total,From 15 to 64 years,Stateless,Finland,2014,
Thousand persons,Total,From 15 to 64 years,Stateless,Finland,2015,
Thousand persons,Total,From 15 to 64 years,Stateless,Finland,2016,
Thousand persons,Total,From 15 to 64 years,Stateless,Finland,2017,
Thousand persons,Total,From 15 to 64 years,Stateless,Finland,2018,
Thousand persons,Total,From 15 to 64 years,Stateless,Finland,2019,
Thousand persons,Total,From 15 to 64 years,Stateless,Finland,2020,
Thousand persons,Total,From 15 to 64 years,Stateless,Finland,2021,
Thousand persons,Total,From 15 to 64 years,Stateless,Finland,2022,
Thousand persons,Total,From 15 to 64 years,Stateless,Finland,2023,
Thousand persons,Total,From 15 to 64 years,Stateless,France,2021,
Thousand persons,Total,From 15 to 64 years,Stateless,France,2022,
Thousand persons,Total,From 15 to 64 years,Stateless,France,2023,
Thousand persons,Total,From 15 to 64 years,Stateless,Croatia,2023,
Thousand persons,Total,From 15 to 64 years,Stateless,Ireland,2014,
Thousand persons,Total,From 15 to 64 years,Stateless,Ireland,2015,
Thousand persons,Total,From 15 to 64 years,Stateless,Ireland,2016,
Thousand persons,Total,From 15 to 64 years,Stateless,Iceland,2022,
Thousand persons,Total,From 15 to 64 years,Stateless,Italy,2014,
Thousand persons,Total,From 15 to 64 years,Stateless,Italy,2016,
Thousand persons,Total,From 15 to 64 years,Stateless,Italy,2017,
Thousand persons,Total,From 15 to 64 years,Stateless,Italy,2018,
Thousand persons,Total,From 15 to 64 years,Stateless,Italy,2019,
Thousand persons,Total,From 15 to 64 years,Stateless,Italy,2021,
Thousand persons,Total,From 15 to 64 years,Stateless,Italy,2023,
Thousand persons,Total,From 15 to 64 years,Stateless,Lithuania,2014,
Thousand persons,Total,From 15 to 64 years,Stateless,Lithuania,2015,
Thousand persons,Total,From 15 to 64 years,Stateless,Lithuania,2016,
Thousand persons,Total,From 15 to 64 years,Stateless,Lithuania,2019,
Thousand persons,Total,From 15 to 64 years,Stateless,Lithuania,2020,
Thousand persons,Total,From 15 to 64 years,Stateless,Luxembourg,2015,
Thousand persons,Total,From 15 to 64 years,Stateless,Luxembourg,2022,
Thousand persons,Total,From 15 to 64 years,Stateless,Latvia,2015,
Thousand persons,Total,From 15 to 64 years,Stateless,Latvia,2016,
Thousand persons,Total,From 15 to 64 years,Stateless,Latvia,2017,
Thousand persons,Total,From 15 to 64 years,Stateless,Latvia,2018,
Thousand persons,Total,From 15 to 64 years,Stateless,Latvia,2019,
Thousand persons,Total,From 15 to 64 years,Stateless,Latvia,2020,
Thousand persons,Total,From 15 to 64 years,Stateless,Latvia,2021,
Thousand persons,Total,From 15 to 64 years,Stateless,Latvia,2022,
Thousand persons,Total,From 15 to 64 years,Stateless,Latvia,2023,3.9
Thousand persons,Total,From 15 to 64 years,Stateless,North Macedonia,2014,
Thousand persons,Total,From 15 to 64 years,Stateless,North Macedonia,2015,
Thousand persons,Total,From 15 to 64 years,Stateless,North Macedonia,2016,
Thousand persons,Total,From 15 to 64 years,Stateless,North Macedonia,2017,
Thousand persons,Total,From 15 to 64 years,Stateless,North Macedonia,2018,
Thousand persons,Total,From 15 to 64 years,Stateless,North Macedonia,2019,
Thousand persons,Total,From 15 to 64 years,Stateless,North Macedonia,2020,
Thousand persons,Total,From 15 to 64 years,Stateless,Malta,2014,10.1
Thousand persons,Total,From 15 to 64 years,Stateless,Malta,2015,8.4
Thousand persons,Total,From 15 to 64 years,Stateless,Malta,2016,13.8
Thousand persons,Total,From 15 to 64 years,Stateless,Malta,2017,
Thousand persons,Total,From 15 to 64 years,Stateless,Malta,2018,1.7
Thousand persons,Total,From 15 to 64 years,Stateless,Malta,2019,0.7
Thousand persons,Total,From 15 to 64 years,Stateless,Malta,2020,0.5
Thousand persons,Total,From 15 to 64 years,Stateless,Netherlands,2021,
Thousand persons,Total,From 15 to 64 years,Stateless,Netherlands,2022,
Thousand persons,Total,From 15 to 64 years,Stateless,Netherlands,2023,
Thousand persons,Total,From 15 to 64 years,Stateless,Norway,2021,
Thousand persons,Total,From 15 to 64 years,Stateless,Norway,2022,
Thousand persons,Total,From 15 to 64 years,Stateless,Poland,2014,
Thousand persons,Total,From 15 to 64 years,Stateless,Poland,2017,
Thousand persons,Total,From 15 to 64 years,Stateless,Poland,2018,
Thousand persons,Total,From 15 to 64 years,Stateless,Poland,2019,
Thousand persons,Total,From 15 to 64 years,Stateless,Poland,2020,
Thousand persons,Total,From 15 to 64 years,Stateless,Poland,2022,
Thousand persons,Total,From 15 to 64 years,Stateless,Portugal,2014,
Thousand persons,Total,From 15 to 64 years,Stateless,Portugal,2015,
Thousand persons,Total,From 15 to 64 years,Stateless,Portugal,2016,
Thousand persons,Total,From 15 to 64 years,Stateless,Portugal,2017,
Thousand persons,Total,From 15 to 64 years,Stateless,Portugal,2018,
Thousand persons,Total,From 15 to 64 years,Stateless,Portugal,2019,
Thousand persons,Total,From 15 to 64 years,Stateless,Sweden,2021,5.4
Thousand persons,Total,From 15 to 64 years,Stateless,Sweden,2022,4.0
Thousand persons,Total,From 15 to 64 years,Stateless,Sweden,2023,4.1
Thousand persons,Total,From 15 to 64 years,Stateless,Slovenia,2017,
Thousand persons,Total,From 15 to 64 years,Stateless,Slovenia,2018,
Thousand persons,Total,From 15 to 64 years,Stateless,Slovenia,2020,
Thousand persons,Total,From 15 to 64 years,Stateless,Slovakia,2017,
Thousand persons,Total,From 15 to 64 years,Stateless,Slovakia,2018,
Thousand persons,Total,From 15 to 64 years,Stateless,United Kingdom,2014,14.4
Thousand persons,Total,From 15 to 64 years,Stateless,United Kingdom,2015,
Thousand persons,Total,From 15 to 64 years,Stateless,United Kingdom,2016,
Thousand persons,Total,From 15 to 64 years,Stateless,United Kingdom,2017,4.0
Thousand persons,Total,From 15 to 64 years,Stateless,United Kingdom,2018,6.0
Thousand persons,Total,From 15 to 64 years,Stateless,United Kingdom,2019,
Thousand persons,Total,From 15 to 64 years,Total,Austria,2014,4034.2
Thousand persons,Total,From 15 to 64 years,Total,Austria,2015,4067.6
Thousand persons,Total,From 15 to 64 years,Total,Austria,2016,4142.7
Thousand persons,Total,From 15 to 64 years,Total,Austria,2017,4185.3
Thousand persons,Total,From 15 to 64 years,Total,Austria,2018,4241.1
Thousand persons,Total,From 15 to 64 years,Total,Austria,2019,4280.2
Thousand persons,Total,From 15 to 64 years,Total,Austria,2020,4224.0
Thousand persons,Total,From 15 to 64 years,Total,Austria,2021,4231.7
Thousand persons,Total,From 15 to 64 years,Total,Austria,2022,4357.2
Thousand persons,Total,From 15 to 64 years,Total,Austria,2023,4394.3
Thousand persons,Total,From 15 to 64 years,Total,Bosnia and Herzegovina,2021,1131.1
Thousand persons,Total,From 15 to 64 years,Total,Bosnia and Herzegovina,2022,1147.1
Thousand persons,Total,From 15 to 64 years,Total,Bosnia and Herzegovina,2023,1180.0
Thousand persons,Total,From 15 to 64 years,Total,Belgium,2014,4497.3
Thousand persons,Total,From 15 to 64 years,Total,Belgium,2015,4499.3
Thousand persons,Total,From 15 to 64 years,Total,Belgium,2016,4540.6
Thousand persons,Total,From 15 to 64 years,Total,Belgium,2017,4587.2
Thousand persons,Total,From 15 to 64 years,Total,Belgium,2018,4699.4
Thousand persons,Total,From 15 to 64 years,Total,Belgium,2019,4770.7
Thousand persons,Total,From 15 to 64 years,Total,Belgium,2020,4740.6
Thousand persons,Total,From 15 to 64 years,Total,Belgium,2021,4794.7
